Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class1,Class2,Class3,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,Item36,Item37,Item38,Item39
970,Kofta_Kabab_Combo_Platter,Kofta_Kabab_Combo_Platter.jpg,Sahara_Mediterranean_Food/Kofta_Kabab_Combo_Platter.jpg,970,"332 E 51st St, Kansas City, MO 64112",64112,Sahara_Mediterranean_Food,0,8167565444,$9.95,,Meat,Lunch,Mediterranean,meats,rice dish,,lamb,sauce,cilantro,sandwich,beef,dip,carrots,tofu,cucumbers,platter,kabab,kofta,ko-fu,peppers,combo,korean,rice,kabob,onions,bbq,bread,,,,,,,,,,,,,,,,,,
971,Kofta_Kabab_Combo_Platter,Kofta_Kabab_Combo_Platter1.jpg,Sahara_Mediterranean_Food/Kofta_Kabab_Combo_Platter1.jpg,971,"333 E 51st St, Kansas City, MO 64112",64112,Sahara_Mediterranean_Food,0,8167565444,$9.95,,Meat,Lunch,Mediterranean,meats,rice dish,,lamb,tomato,platter,beef,dip,kabob,dips,parsley,hummus,kabab,kofta,combo,pita,rice,onions,tabbouleh,peppers,,,,,,,,,,,,,,,,,,,,,,
972,Korean_BBQ_Chicken_Stir_Fry,Korean_BBQ_Chicken_Stir_Fry.jpg,PF_Chang_s/Korean_BBQ_Chicken_Stir_Fry.jpg,972,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,,,,,,,tomato,lamb,rice,beef,kabob,onions,dips,parsley,tabbouleh,hummus,kofta,fry,pita,korean,fried,stir,chicken,bbq,,,,,,,,,,,,,,,,,,,,,
973,Krab_Salad_Sandwich,Krab_Salad_Sandwich.jpg,Which_Wich/Krab_Salad_Sandwich.jpg,973,"554 Westport Rd #100, Kansas City, MO 64111",64111,Which_Wich,1,8165695965,,,Other,dinner,,,,,tomato,sandwich,salad,vegetables,krab,korean,lettuce,chicken,mayonnaise,fried,stir,pickles,bbq,bread,,,,,,,,,,,,,,,,,,,,,,,,,
974,Kulfi,Kulfi.jpg,Kulture_Kurry/Kulfi.jpg,974,"9940 College Blvd Overland Park KS, 66210",66210,Kulture_Kurry,1,9133399511,$3.50,9563820,Vegetarian,Dinner,Dessert,Dessert,,,tomato,sandwich,salad,condiments,frozen,vegetables,kulfi,oranges,lettuce,dairy,ice,mayonnaise,bread,pickles,krab,cream,,,,,,,,,,,,,,,,,,,,,,,
977,Kung_Pao_Calamari,Kung_Pao_Calamari.jpg,Yard_House/Kung_Pao_Calamari.jpg,977,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,,,,,,,frozen,oranges,kulfi,ice,dairy,kung,pao,calamari,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$975.00,Kung_Pao_Chicken,Kung_Pao_Chicken.jpg,China_One_Express/Kung_Pao_Chicken.jpg,$975.00,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$9.60,6812673,Meat,Dinner,Chinese,meats,,,spicy,onions,fried,calamari,kung,peppers,chicken,rice,sauce,asian,pao,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$976.00,Kung_Pao_Chicken_Lunch_Special,Kung_Pao_Chicken.jpg,China_One_Express/Kung_Pao_Chicken.jpg,$976.00,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.45,9196151,Meat,Lunch,Chinese,meats,,,spicy,lunch,kung,chicken,rice,sauce,pao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Kung_Pao_Dragon_Rolls,Kung_Pao_Dragon_Rolls.jpg,PF_Chang_s/Kung_Pao_Dragon_Rolls.jpg,978,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,,,,,,,spicy,dragon,lunch,kung,chicken,rice,sauce,rolls,pao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Lamb_Chops,Lamb_Chops.jpg,Osteria_Il_Centro/Lamb_Chops.jpg,979,"5101 Main St Kansas City, MO 64112",64112,Osteria_Il_Centro,0,8165612369,,,Meat,dinner,,,,,lamb,rolls,potato,sauce,vegetables,mashed,dragon,chop,brandy,kung,rosemary,chops,pao,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Lasagna,Lasagna.jpg,Buca_di_Beppo/Lasagna.jpg,980,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,,,Meat,dinner,,,,,lamb,cheese,meat,potatoes,provolone,chops,vegetables,potato,mashed,brandy,lasagna,rosemary,parmesan,ricotta,sauce,mozzarella,,,,,,,,,,,,,,,,,,,,,,,
981,Lasagna,Lasagna1.jpg,Buca_di_Beppo/Lasagna1.jpg,981,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,,,Meat,dinner,,,,,cheese,meat,cheeses,provolone,lasagna,parmesan,ricotta,sauce,mozzarella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Lasagna,Lasagna1.jpg,Cupini_s/Lasagna1.jpg,982,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686634,Meat,Dinner,italian,pasta,,,cheese,cream,meat,beef,cheeses,provolone,marinara,lasagna,parmesan,ricotta,noodles,sauce,mozzarella,ground,,,,,,,,,,,,,,,,,,,,,,,,,
983,Lasagna,Lasagna2.jpg,Cupini_s/Lasagna2.jpg,983,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686634,Meat,Dinner,italian,pasta,,,cheese,cream,beef,marinara,lasagna,parmesan,noodles,sauce,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Lasagna,Lasagna3.jpg,Cupini_s/Lasagna3.jpg,984,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686634,Meat,Dinner,italian,pasta,,,cheese,cream,beef,marinara,lasagna,parmesan,noodles,sauce,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Lasagna,Lasagna.jpg,Ragazza_Food_and_Wine/Lasagna.jpg,985,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Meat,dinner,,,,,cheese,cream,beef,ground,bolognese,marinara,lasagna,parmesan,noodles,sauce,red,bechamel,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Lasagna,Lasagna1.jpg,Ragazza_Food_and_Wine/Lasagna1.jpg,986,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Meat,lunch,,,,,cheese,meat,bolognese,lasagna,parmesan,noodles,sauce,red,bechamel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Le_Cobb_Salad,Le_Cobb_Salad.jpg,Le_Peep/Le_Cobb_Salad.jpg,987,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$10.49,11082156,Meat,breakfast,american,salad,,,tomato,sauce,le,cobb,salad,cheese,bacon,bolognese,avocado,meat,lettuce,noodles,feta,lasagna,chicken,bechamel,egg,red,croutonss,,,,,,,,,,,,,,,,,,,,
988,Lemon_and_Raspberry_Beignet,Lemon_and_Raspberry_Beignet.jpg,Beignet/Lemon_and_Raspberry_Beignet.jpg,988,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$4.00,,Vegetarian,breakfast,breakfast,breakfast,dessert,bakery,tomato,le,lemon,cobb,sugar,raspberries,salad,sweet,eggs,avocados,bacon,beignet,donut,feta,powdered,chicken,raspberry,lettuce,croutons,bread,,,,,,,,,,,,,,,,,,,
989,Lemon_Artichoke_Hearts,Lemon_Artichoke_Hearts.jpg,Michael_Forbes_Bar_and_Grille/Lemon_Artichoke_Hearts.jpg,989,"128 W 63rd St, Kansas City, MO 64113",66113,Michael_Forbes_Bar_and_Grille,0,8163334355,,,vegetarian,dinner,,,,,,cheese,breaded,raspberry,lemon,raspberries,buttered,artichokes,beignet,crispyy,donut,garlic,artichoke,parmesan,powdered,hearts,sugar,sweet,bread,,,,,,,,,,,,,,,,,,,,
990,Lemon_Bar,Lemon_Bar.jpg,Bloom_Baking_Company/Lemon_Bar.jpg,990,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,,,,,,,,,butter,cheese,breaded,hearts,bar,garlic,artichoke,parmesan,lemon,crispy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Lemon_Poppyseed_Scone,Lemon_Poppyseed_Scone.jpg,Crows_Coffee/Lemon_Poppyseed_Scone.jpg,991,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,Vegetarian,Breakfast,Breakfast,breakfast,bakery,,lemon,scone,sweet,frosted,sugar,poppyseed,pastry,powdered,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Lemoncello_Cake,Lemoncello_Cake.jpg,Ragazza_Food_and_Wine/Lemoncello_Cake.jpg,992,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Other,dinner,,,,,lemon,icing,scone,sweet,liqueur,glaze,limoncello,poppyseed,curds,frosted,cake,mascarpone,lemoncello,,,,,,,,,,,,,,,,,,,,,,,,,,
993,Lentil_Soup,Lentil_Soup.jpg,Sahara_Mediterranean_Food/Lentil_Soup.jpg,993,"334 E 51st St, Kansas City, MO 64112",64112,Sahara_Mediterranean_Food,0,8167565444,$2.49,,Vegan,Lunch,Mediterranean,appetizer,soup,,lentils,lemon,icing,lentil,broth,glaze,limoncello,soup,curd,cake,glazed,liqueur,mascarpone,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,
994,Lettuce_Wraps,Lettuce_Wraps.jpg,PF_Chang_s/Lettuce_Wraps.jpg,994,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,vegetarian,lunch,,,,,lentils,vinegar,wraps,beef,onion,soup,soy,buttered,broth,hoisin,ginger,lettuce,garlic,wine,wrap,rice,sauce,vegetables,ground,,,,,,,,,,,,,,,,,,,,
995,Life_Balance_Grilled_Atlantic_Salmon,Life_Balance_Grilled_Atlantic_Salmon.jpg,Cooper_s_Hawk/Life_Balance_Grilled_Atlantic_Salmon.jpg,995,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,Other,lunch,,,,,hoisin,ginger,soy,wrap,lettuce,ground,beef,spinach,rice,sauce,butter,life,vinegar,salmon,atlantic,tomato,marzano,onion,potato,grilled,garlic,balance,wine,,,,,,,,,,,,,,,,
996,Limoncello_Brioche_Pudding,Limoncello_Brioche_Pudding.jpg,The_Oliver/Limoncello_Brioche_Pudding.jpg,996,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,,,,,,,tomato,marzano,san,potato,spinach,salmon,limoncello,brioche,pudding,grilled,atlantic,balance,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,
997,Limoncello_Brioche_Pudding,Limoncello_Brioche_Pudding1.jpg,The_Oliver/Limoncello_Brioche_Pudding1.jpg,997,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,,,,,,,creamy,baked,spongy,limoncello,brioche,pudding,blackberry,sweet,sauce,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Little_Lawrence_Iguana,Little_Lawrence_Iguana.jpg,The_Salty_Iguana/Little_Lawrence_Iguana.jpg,998,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,Other,,,,,,little,lawrence,sweet,pastry,limoncello,brioche,pudding,blackberry,taco,enchilada,iguana,gooey,custard,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Live_Med_Salad,Live_Med_Salad.jpg,Zoes_Kitchen/Live_Med_Salad.jpg,999,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,med,salad,of,one,live,taco,enchilada,choice,your,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Loaded_Baked_Potato,Loaded_Baked_Potato.jpg,Muscle_Maker_Grill/Loaded_Baked_Potato.jpg,1002,"14967 W 119th St Olathe KS, 66062",66062,Muscle_Maker_Grill,1,9135385253,$3.00,12112737,Meat,Lunch,American,Appetizer,,,tomato,cheese,fresh,salad,potato,healthy,spinach,cheddar,sour,dressing,loaded,zucchini,baked,broccoli,cream,,,,,,,,,,,,,,,,,,,,,,,,
1003,Loaded_Baked_Potato_Gnocchi,Loaded_Baked_Potato_Gnocchi.jpg,Gram and Dun/Loaded_Baked_Potato_Gnocchi.jpg,1003,"600 Ward Pkwy Kansas City, MO 64112",64112,Gram and Dun,0,8163892900,,,Meat,Other,,,,,cheese,chives,potato,bacon,cheddar,sour,loaded,baked,broccoli,gnocchi,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Loaded_Baked_Potato_Soup,Loaded_Baked_Potato_Soup.jpg,Schlotzsky_s/Loaded_Baked_Potato_Soup.jpg,1000,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$4.50,11100295,meat,Lunch,american,soup,,,cheese,potato,baked,bacon,soup,sour,green,gnocchi,chive,loaded,onions,cheddar,cream,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Loaded_Fries,Loaded_Fries.jpg,Brick_House/Loaded_Fries.jpg,1004,"400 E 31st St, Kansas City, MO 64108",64108,Brick_House,0,8162553912,,,vegetarian,dinner,american,appetizer,,,,cheese,pork,potato,bacon,fries,baked,soup,pico,green,loaded,chicken,onions,cheddar,cream,,,,,,,,,,,,,,,,,,,,,,,,
1005,Loaded_Pig_Tots,Loaded_Pig_Tots.jpg,MO_Brew/Loaded_Pig_Tots.jpg,1005,"1403 W 39th St, Kansas City, MO 64111",64111,MO_Brew,0,8164926183,,,vegetarian,lunch,,,,,tomato,cheese,cajun,pork,lettuce,rub,fries,avocado,cilantro,pig,tots,aioli,bacon,pico,bun,jack,pepper,loaded,chicken,onions,cream,,,,,,,,,,,,,,,,,,
1001,Loaded_Potato_Chips,Loaded_Potato_Chips.jpg,Brady_s_Public_House/Loaded_Potato_Chips.jpg,1001,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$8.00,,Meat,Lunch,American,Appetizer,,,cheese,bacon,pepper,lettuce,loaded,onions,cilantro,jalapeno,avocado,tots,homemade,sauce,cajun,rub,aioli,bun,jack,chips,tomato,potato,green,nachos,,,,,,,,,,,,,,,,,
1006,Loaded_Tomato_Quinoa_Salad,Loaded_Tomato_Quinoa_Salad.jpg,The_Sundry/Loaded_Tomato_Quinoa_Salad.jpg,1006,"300 E. 39th st. kansas city, mo 64111",64111,The_Sundry,0,8168447878,,,vegetarian,lunch,,salad,,,marinated,mushrooms,pepper,jalapeno,salad,bell,chips,potato,bacon,artichokes,arugula,quinoa,green,tomato,feta,roasted,loaded,sauce,onions,nachos,cheese,,,,,,,,,,,,,,,,,,
1007,Loaf,Loaf.jpg,Eden_Alley_Vegetaria/Loaf.jpg,1007,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,lunch,,,,,cheese,loaf,bell,carrots,tofu,arugula,crumbs,roasted,soy,loaded,onions,marinated,artichokes,black,feta,rice,pepper,salad,quinoa,garlic,bread,tomato,mushrooms,greens,thyme,leaves,green,fresh,,,,,,,,,,,
1008,Lobster_and_Shrimp_Fried_Rice,Lobster_and_Shrimp_Fried_Rice.jpg,PF_Chang_s/Lobster_and_Shrimp_Fried_Rice.jpg,1008,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,Meat,lunch,,,,,loaf,carrots,tofu,garlic,mushrooms,lobster,soy,leafy,onions,black,peppers,white,rice,soyfood's,forbiddenbrown,peas,tails,crumb,bread,central,thyme,greens,leaves,shrimp,fresh,fried,egg,,,,,,,,,,,,
1009,Lobster_Bisque,Lobster_Bisque.jpg,Brio_Tuscan_Grille/Lobster_Bisque.jpg,1009,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,Meat,lunch,,,,,rice,frozen,eggs,carrots,peas,shrimp,tails,fried,peppers,lobster,white,sautÃƒÂ­Ã‚Â©ed,onions,bisque,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Lobster_Crab_and_Artichoke_Dip,Lobster_Crab_and_Artichoke_Dip.jpg,Yard_House/Lobster_Crab_and_Artichoke_Dip.jpg,1010,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,,,,,,,sauteed,sautÃ­Â©ed,artichokes,shrimp,lobster,artichoke,crab,garnish,dip,bisque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Lobster_Deviled_Eggs,Lobster_Deviled_Eggs.jpg,Char_Bar/Lobster_Deviled_Eggs.jpg,1011,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,Other,Other,,,,,snack,deviled,dip,eggs,peas,charred,chips,range,lobster,artichoke,crab,breadcrumbs,pita,shoots,tortilla,egg,,,,,,,,,,,,,,,,,,,,,,,
1012,Lobster_Garlic_Noodles,Lobster_Garlic_Noodles.jpg,Yard_House/Lobster_Garlic_Noodles.jpg,1012,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,,,,,,,snack,deviled,eggs,peas,free,range,garlic,charred,lobster,shoots,noodles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Lobster_Ravioli,Lobster_Ravioli.jpg,Osteria_Il_Centro/Lobster_Ravioli.jpg,1013,"5101 Main St Kansas City, MO 64112",64112,Osteria_Il_Centro,0,8165612369,,,Meat,Other,,,,,tomato,cheese,spinach,seafood,garlic,mushrooms,lobster,parmesan,ricotta,noodles,ravioli,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Lobster_Risotto,Lobster_Risotto.jpg,Beer_Kitchen/Lobster_Risotto.jpg,1014,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,misc,,,tomato,cheese,pepper,greens,risotto,lobster,ricotta,ravioli,red,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Lobster_Roll,Lobster_Roll.jpg,Domo/Lobster_Roll.jpg,1015,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,sushi,,,,,pepper,greens,risotto,roll,lobster,rolls,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Lobster_Roll,Lobster_Roll1.jpg,Domo/Lobster_Roll1.jpg,1016,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,sushi,,,,,spicy,seafood,roll,lobster,fresh,rice,rolls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Lobster_Roll,Lobster_Roll.jpg,Friends_Sushi_and_Bento_Place/Lobster_Roll.jpg,1017,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,,,,,,,spicy,sushi,japanese,roll,lobster,seaweed,rice,sauce,rolls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Long_Life_Noodles_and_Prawns,Long_Life_Noodles_and_Prawns.jpg,PF_Chang_s/Long_Life_Noodles_and_Prawns.jpg,1018,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,Meat,lunch,,,,,ginger,life,rice,refreshing,onion,light,bite,size,prawns,yellow,scallions,mushrooms,garlic,long,soy,lobster,noodles,sauce,rolls,seaweed,,,,,,,,,,,,,,,,,,,
1019,Low_Cal_Burrito,Low_Cal_Burrito.jpg,The_Salty_Iguana/Low_Cal_Burrito.jpg,1019,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,Meat,,,,,,cheese,mexican,ginger,mushrooms,soy,chicken,noodles,long,black,sauce,flour,corn,scallions,garlic,yellow,salsa,mozzarella,burrito,onion,prawns,beans,cal,tortilla,,,,,,,,,,,,,,,,
1020,Lulu_s_Rolls,Lulu_s_Rolls.jpg,Lulu_s_Thai_Noodle_Shop/Lulu_s_Rolls.jpg,1020,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,,,,,,,cheese,pork,mexican,sweet,carrots,lulu,wrap,chicken,noodles,rolls,cellophane,crispyy,black,sauce,flour,corn,fat,scallions,salsa,chili,with,mozzarella,tortilla,burrito,beans,cal,fried,,,,,,,,,,,,
1021,Lulu_s_Sampler,Lulu_s_Sampler.jpg,Lulu_s_Thai_Noodle_Shop/Lulu_s_Sampler.jpg,1021,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,,,,,,,rangoon,pork,fried,vietnamese,dumplings,spring,vegetables,carrots,crispy,cellophane,scallions,lulu,sweet,crab,sampler,wrap,chili,noodles,dip,rolls,sauce,,,,,,,,,,,,,,,,,,
1022,Lump_Crab_Stuffed_Shrimp,Lump_Crab_Stuffed_Shrimp.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Lump_Crab_Stuffed_Shrimp.jpg,1022,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,Other,,dinner,,,rangoon,pepper,stuffed,pork,vietnamese,dumplings,spring,vegetables,cheddar,veggie,mashed,shrimp,dipping,sauces,crab,sampler,lump,white,sauce,rolls,red,,,,,,,,,,,,,,,,,,
1023,Lump_Crab_Tower,Lump_Crab_Tower.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Lump_Crab_Tower.jpg,1023,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,dinner,,dinner,,,pepper,stuffed,cheddar,avocado,oranges,shrimp,mango,mashed,crab,vinaigrette,lump,tower,mash,white,red,,,,,,,,,,,,,,,,,,,,,,,,
1024,Lump_Crab_Tower1,Lump_Crab_Tower1.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Lump_Crab_Tower1.jpg,1024,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,dinner,,dinner,,,tower1,avocado,oranges,mango,lump,crab,vinaigrette,tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Lump_Crab_Tower2,Lump_Crab_Tower2.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Lump_Crab_Tower2.jpg,1025,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,dessert,,dinner,,,blue,cheese,crumbles,tarragon,avocado,ranch,bacon,oranges,mango,lump,crab,vinaigrette,tower,tower2,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Lunch_Special_Burnt_Ends_Sandwich,Lunch_Special_Burnt_Ends_Sandwich.jpg,Fric_and_Frac/Lunch_Special_Burnt_Ends_Sandwich.jpg,1026,"1700 W 39th St, Kansas City, MO 64111",64111,Fric_and_Frac,0,8167536102,,,Meat,lunch,,sandwich,,,cheese,broth,bacon,sandwich,blue,tarragon,brisket,avocado,crab,traeger,sauce,bbq,ends,spicy,lunch,bun,jack,burnt,crumbles,beef,ranch,tower,,,,,,,,,,,,,,,,,
1027,Lunch_Special_Cajun_Chicken_Sandwich,Lunch_Special_Cajun_Chicken_Sandwich.jpg,Fric_and_Frac/Lunch_Special_Cajun_Chicken_Sandwich.jpg,1027,"1700 W 39th St, Kansas City, MO 64111",64111,Fric_and_Frac,0,8167536102,,,Meat,lunch,,sandwich,,,cheese,broth,skinless,cajun,lettuce,oil,chicken,rolls,slice,beef,ends,brisket,cayenne,celery,buns,split,traeger,sauce,toasted,bbq,boneless,pepper,sandwich,lunch,kaiser,garlic,breast,olive,spicy,burnt,tomato,leaves,paprika,jack,,,,,
1028,Lunch_Special_Canadian_Sandwich,Lunch_Special_Canadian_Sandwich.jpg,Fric_and_Frac/Lunch_Special_Canadian_Sandwich.jpg,1028,"1700 W 39th St, Kansas City, MO 64111",64111,Fric_and_Frac,0,8167536102,,,Meat,lunch,,sandwich,,,skinless,cajun,peper,lettuce,oil,chicken,rolls,maple,slice,lemon,halved,cayenne,celery,boneless,sherry,worcestershire,sauce,toasted,split,cloves,pepper,sandwich,mustard,cheddar,lunch,kaiser,garlic,breast,olive,ketchup,canadian,tomato,vinegar,onion,juice,syrup,leaves,dijon,paprika
1029,Lunch_Special_Salmon_With_Pesto_Butter,Lunch_Special_Salmon_With_Pesto_Butter.jpg,Fric_and_Frac/Lunch_Special_Salmon_With_Pesto_Butter.jpg,1029,"1700 W 39th St, Kansas City, MO 64111",64111,Fric_and_Frac,0,8167536102,,,Meat,lunch,,seafood,,,cheese,canola,skinless,peper,juice,chicken,rolls,maple,slice,lemon,halved,buttered,fillet,ketchup,boneless,peppers,sherry,zesty,worcestershire,sauce,basil,cloves,oil,mustard,cheddar,salmon,lunch,kaiser,garlic,breast,pesto,butter,vinegar,onion,lettuce,syrup,leaves,dijon,fresh
1030,Lunch_Special_Smoked_Jerk_Chicken_Rice_Bowl,Lunch_Special_Smoked_Jerk_Chicken_Rice_Bowl.jpg,Fric_and_Frac/Lunch_Special_Smoked_Jerk_Chicken_Rice_Bowl.jpg,1030,"1700 W 39th St, Kansas City, MO 64111",64111,Fric_and_Frac,0,8167536102,,,Meat,dinner,,misc,,,bell,bowl,juice,chicken,lemon,avocado,seasoned,basil,beans,zesty,rice,red,peppers,pepper,oil,jerk,filet,salmon,mashed,lunch,breast,olive,white,butter,pesto,cooked,seeds,jamaican,fresh,smoked,,,,,,,,,
1031,Ma_La_Spicy_Fish_Fillet_and_Tofu,Ma_La_Spicy_Fish_Fillet_and_Tofu.jpg,Sichuan_Dynasty/Ma_La_Spicy_Fish_Fillet_and_Tofu.jpg,1031,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$13.99,,meat,Dinner,asian,substitute,seafood,,bell,fish,tofu,oil,chicken,la,fillet,celery,seasoned,beans,avocados,rice,broth,red,pepper,spicy,jerk,mashed,lunch,breast,olive,white,ma,cooked,seeds,jamaican,smoked,,,,,,,,,,,,
1033,Ma_Lo_Bella_Taco,Ma_Lo_Bella_Taco.jpg,Unforked/Ma_Lo_Bella_Taco.jpg,1033,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,,,,,,,spicy,ma,lo,fish,tofu,bella,fillet,celery,taco,broth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Ma_Lo_Bella_Taco,Ma_Lo_Bello_Taco1.jpg,Unforked/Ma_Lo_Bello_Taco1.jpg,1034,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,,,,,,,cheese,pepper,ma,meat,bell,lo,spinach,bella,seasoned,taco,steak,red,,,,,,,,,,,,,,,,,,,,,,,,,,,
