Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,,,,
1036,Mac_Daddy,Mac_Daddy.jpg,Cafe_Trio/Mac_Daddy.jpg,1036,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,,,meat,Lunch,italian,pasta,cheese,spicy,chilis,tofu,sichuan,mac,sauce,,,,,,,,,,,,,,,,,,,,,,,,
1037,Mac_Daddy,Mac_Daddy1.jpg,Cafe_Trio/Mac_Daddy1.jpg,1037,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,,,Meat,lunch,italian,pasta,cheese,crunchy,bacon,mac,dairy,pasta,daddy,crispy,cheesy,,,,,,,,,,,,,,,,,,,,,,
1038,Mac_Daddy,Mac_Daddy2.jpg,Cafe_Trio/Mac_Daddy2.jpg,1038,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,,,Meat,Other,italian,pasta,cheese,pepper,gourmet,bacon,scallions,creamy,mac,daddy,,,,,,,,,,,,,,,,,,,,,,,
1039,Macaron,Macaron.jpg,Bloom_Baking_Company/Macaron.jpg,1039,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,,,Meat,dinner,italian,pasta,cheese,pepper,gourmet,bacon,scallions,creamy,mac,daddy,smokehouse,,,,,,,,,,,,,,,,,,,,,,
1040,Macaroni_and_Cheese,Macaroni_and_Cheese.jpg,Michael_Forbes_Bar_and_Grille/Macaroni_and_Cheese.jpg,1040,"128 W 63rd St, Kansas City, MO 64113",66113,Michael_Forbes_Bar_and_Grille,0,8163334355,,,vegetarian,dessert,dessert,dessert,tomato,cheese,pepper,gourmet,bacon,scallions,mac,macaron,,,,,,,,,,,,,,,,,,,,,,,
1041,Macaroni_and_Cheese,Macaroni_and_Cheese.jpg,Q39_Midtown/Macaroni_and_Cheese.jpg,1041,"1000 W 39th St, Kansas City, MO 64111",64111,Q39_Midtown,0,8162553753,$7.00,,Meat,dinner,italian,pasta,macaron,cheese,oreo,lemon,vanilla,chocolate,macaroni,buttercream,white,cream,custard,,,,,,,,,,,,,,,,,,,,
1042,Madrina_Pizza,Madrina_Pizza.jpg,Artego_Pizza/Madrina_Pizza.jpg,1042,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,Vegetarian,Dinner,Italian,Pasta,cheese,ham,onion,bacon,macaroni,crumbs,pasta,smoked,bread,,,,,,,,,,,,,,,,,,,,,,
1043,Madrina_Pizza,Madrina_Pizza1.jpg,Artego_Pizza/Madrina_Pizza1.jpg,1043,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,italian,pizza,cheese,herb,mac,crumbs,madrina,pizza,baked,bread,,,,,,,,,,,,,,,,,,,,,,,
1044,Maduros,Maduros.jpg,The_Bite/Maduros.jpg,1044,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$2.00,,meat,lunch,italian,pizza,cheese,onion,madrina,garlic,pepperoni,olive,black,pizza,red,cream,,,,,,,,,,,,,,,,,,,,,
1045,Main_Street_Chop_Chop,Main_Street_Chop_Chop.jpg,The_Mixx/Main_Street_Chop_Chop.jpg,1045,"4855 Main Street, Kansas City, MO 64112",64112,The_Mixx,0,8167562300,,,vegetarian,lunch,mexican,appetizer,cheese,onion,maduros,garlic,pepperoni,olive,black,red,cream,,,,,,,,,,,,,,,,,,,,,,
1046,Malai_Kofta,Malai_Kofta.jpg,Kulture_Kurry/Malai_Kofta.jpg,1046,"9940 College Blvd Overland Park KS, 66210",66210,Kulture_Kurry,1,9133399511,$16.00,9563760,Other,lunch,,,queso,plantains,main,street,chop,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Mandarin_Combo,Mandarin_Combo.jpg,China_One_Express/Mandarin_Combo.jpg,1047,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$11.95,6813124,Vegetarian,Dinner,Indian,misc,turkey,lentils,spinach,malai,beans,roasted,kofta,garbanzao,mozzarella,tomatoes,,,,,,,,,,,,,,,,,,,,,
1048,Mandarin_Shrimp,Mandarin_Shrimp.jpg,Friends_Sushi_and_Bento_Place/Mandarin_Shrimp.jpg,1048,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,Meat,Dinner,Chinese,meats,cheese,vegetables,mandarin,combo,cottage,sauce,cream,,,,,,,,,,,,,,,,,,,,,,,,
1049,Maple_Iced_Cake_Donut,Maple_Iced_Cake_Donut.jpg,LaMar_s_Donuts/Maple_Iced_Cake_Donut.jpg,1049,"12520 Quivira Rd, Overland Park, KS 66213",66213,LaMar_s_Donuts,1,9134024426,$1.29,9858701,meat,dinner,,seafood,beef,corn,potatoes,vegetables,peas,shrimp,mandarin,baby,chicken,sauce,broccoli,,,,,,,,,,,,,,,,,,,,
1050,Maple_Iced_Cake_Donut,Maple_Iced_Cake_Donut1.jpg,LaMar_s_Donuts/Maple_Iced_Cake_Donut1.jpg,1050,"12520 Quivira Rd, Overland Park, KS 66213",66213,LaMar_s_Donuts,1,9134024426,$1.29,9858701,Vegetarian,Breakfast,Breakfast,breakfast,chinese,iced,healthy,onions,seafood,donut,cake,sauce,broccoli,maple,,,,,,,,,,,,,,,,,,,,,
1051,Maple_Iced_Cake_Donut,Maple_Iced_Cake_Donut2.jpg,LaMar_s_Donuts/Maple_Iced_Cake_Donut2.jpg,1051,"12520 Quivira Rd, Overland Park, KS 66213",66213,LaMar_s_Donuts,1,9134024426,$1.29,9858701,Vegetarian,Breakfast,Breakfast,breakfast,icing,iced,sweet,donut,donuts,cake,maple,,,,,,,,,,,,,,,,,,,,,,,,
1052,Maple_Mustard_and_Pretzel_Crusted_Boneless_Pork_Chop,Maple_Mustard_and_Pretzel_Crusted_Boneless_Pork_Chop.jpg,Cooper_s_Hawk/Maple_Mustard_and_Pretzel_Crusted_Boneless_Pork_Chop.jpg,1052,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,Vegetarian,Breakfast,Breakfast,breakfast,icing,iced,sweet,donut,donuts,cake,maple,,,,,,,,,,,,,,,,,,,,,,,,
1053,Margherita_Artistan_Flatbread,Margherita_Artistan_Flatbread.jpg,Schlotzsky_s/Margherita_Artistan_Flatbread.jpg,1053,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$7.50,11100434,Meat,lunch,,meats,pork,sprinkles,mustard,sweet,pretzel,chop,boneless,donuts,crusted,maple,icing,,,,,,,,,,,,,,,,,,,,
1054,Margherita_Flatbread,Margherita_Flatbread.jpg,Brio_Tuscan_Grille/Margherita_Flatbread.jpg,1054,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,vegetarian,lunch,italian,bread,artistan,flatbread,pork,mustard,potatoes,vegetables,pretzel,chop,roasted,margherita,maple,,,,,,,,,,,,,,,,,,,,
1055,Margherita_Pizza,Margherita_Pizza.jpg,Cupini_s/Margherita_Pizza.jpg,1055,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.99,9686698,vegetarian,lunch,,pizza,flatbread,cheese,margherita,balsamic,parmesan,basil,pesto,mozzarella,tomatoes,,,,,,,,,,,,,,,,,,,,,,
1056,Margherita_Pizza,Margherita_Pizza.jpg,Artego_Pizza/Margherita_Pizza.jpg,1056,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,Vegetarian,Lunch,italian,pizza,tomato,grilled,feta,basil,margherita,crispy,mozzarella,pizza,,,,,,,,,,,,,,,,,,,,,,,
1057,Margherita_Pizza,Margherita_Pizza1.jpg,Artego_Pizza/Margherita_Pizza1.jpg,1057,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,vegetarian,dinner,,pizza,cheese,herb,basil,margherita,mozzarella,pizza,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Margherita_Pizza,Margherita_Pizza2.jpg,Artego_Pizza/Margherita_Pizza2.jpg,1058,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,vegetarian,lunch,italian,pizza,roma,garlic,roasted,basil,fresh,margherita,mozzarella,tomatoes,pizza,,,,,,,,,,,,,,,,,,,,,,
1059,Margherita_Pizza,Margherita_Pizza.jpg,Yard_House/Margherita_Pizza.jpg,1059,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,vegetarian,lunch,italian,pizza,tomato,cheese,oil,basil,garlic,olive,margherita,mozzarella,pizza,,,,,,,,,,,,,,,,,,,,,,
1060,Maryland_Benedict,Maryland_Benedict.jpg,Le_Peep/Maryland_Benedict.jpg,1060,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$11.99,11082094,vegetarian,lunch,italian,pizza,tomato,cheese,oil,basil,garlic,olive,margherita,mozzarella,pizza,,,,,,,,,,,,,,,,,,,,,,
1061,Maryland_Benedict,Maryland_Benedict1.jpg,Le_Peep/Maryland_Benedict1.jpg,1061,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$11.99,11082094,Meat,breakfast,breakfast,breakfast,tomato,cheese,oil,benedict,basil,garlic,olive,maryland,mozzarella,,,,,,,,,,,,,,,,,,,,,,
1062,Mawmaw_s_Pan_Fried_Shrimp,Mawmaw_s_Pan_Fried_Shrimp.jpg,The_Brass_Onion/Mawmaw_s_Pan_Fried_Shrimp.jpg,1062,"5501 W 135th St, Overland Park, KS 66224",66224,The_Brass_Onion,0,9138515940,,,Meat,breakfast,breakfast,breakfast,cakes,benedict,potatoes,eggs,lettuce,crab,english,muffins,maryland,hollandaise,tomatoes,,,,,,,,,,,,,,,,,,,,
1063,Maytag,Maytag.jpg,Beer_Kitchen/Maytag.jpg,1063,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,vegetarian,dinner,,seafood,cakes,fried,lemon,benedict,potatoes,eggs,mawmaw,shrimp,lettuce,apples,crab,english,muffins,hollandaise,pan,,,,,,,,,,,,,,,,
1064,Maytag_Potato_Chips,Maytag_Potato_Chips.jpg,Nick_and_Jake_s/Maytag_Potato_Chips.jpg,1064,"5031 Main St, Kansas City, MO 64112",64112,Nick_and_Jake_s,0,8164211111,,,vegetarian,lunch,american,appetizer,tomato,slaw,dipping,vegetable,maytag,sauce,,,,,,,,,,,,,,,,,,,,,,,,,
1065,McCormick_s_Seafood_Trio,McCormick_s_Seafood_Trio.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/McCormick_s_Seafood_Trio.jpg,1065,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,Meat,app,,appetizer,blue,cheese,cholula,sauce,fondue,hot,gorgonzola,potato,maytag,chips,,,,,,,,,,,,,,,,,,,,,
1066,Meat_Dumplings,Meat_Dumplings.jpg,Bo_Ling_s_Plaza/Meat_Dumplings.jpg,1066,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,,,,,,seafood,trio,mccormick,onion,potato,seafood,bacon,green,chips,,,,,,,,,,,,,,,,,,,,,,,
1067,Meat_Free_Bento,Meat_Free_Bento.jpg,Friends_Sushi_and_Bento_Place/Meat_Free_Bento.jpg,1067,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,meat,dinner,,appetizer,dumplings,meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Meat_Lasagna,Meat_Lasagna.jpg,Suteras_Shawnee/Meat_Lasagna.jpg,1068,"22716 Midland Dr Shawnee KS, 66226",66226,Suteras_Shawnee,1,9136673000,$9.45,11984806,vegetarian,lunch,,,meat,food,bento,pot,free,filling,dough,asian,fried,stickers,pan,meaty,,,,,,,,,,,,,,,,,,,
1069,Meat_Ravioli,Meat_Ravioli.jpg,Cupini_s/Meat_Ravioli.jpg,1069,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686636,meat,lunch,italian,pasta,meat,teriyaki,vegetables,lettuce,lasagna,crab,fried,sauce,roll,egg,,,,,,,,,,,,,,,,,,,,,
1070,Meat_the_Day_Pita,MeatTheDayPita.jpg,Pita_Pit/MeatTheDayPita.jpg,1070,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.59,12111040,Meat,Dinner,italian,pasta,toast,cheese,meat,marinara,lasagna,pepperoni,garlic,sauce,ravioli,bread,,,,,,,,,,,,,,,,,,,,,
1071,Meat_the_Day_Pita,MeatTheDayPita1.jpg,Pita_Pit/MeatTheDayPita1.jpg,1071,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.59,12111040,Meat,breakfast,breakfast,breakfast,,cheese,pork,meat,beef,herb,sausage,day,marinara,parmesan,pita,meatball,ravioli,,,,,,,,,,,,,,,,,,
1072,Meatball_Grande,Meatball_Grande.jpg,Ragazza_Food_and_Wine/Meatball_Grande.jpg,1072,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Meat,breakfast,breakfast,breakfast,hash,ham,spinach,eggs,bacon,mushrooms,pita,peppers,browns,tortilla,onions,day,tomatoes,meat,,,,,,,,,,,,,,,,,
1073,Meatball_Grande,Meatball_Grande1.jpg,Ragazza_Food_and_Wine/Meatball_Grande1.jpg,1073,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Meat,dinner,,meats,hash,ham,spinach,eggs,bacon,mushrooms,grande,peppers,browns,meatball,tortilla,onions,tomatoes,,,,,,,,,,,,,,,,,,
1074,Meatball_Grinder_Sandwich,Meatball_Grinder_Sandwich.jpg,Artego_Pizza/Meatball_Grinder_Sandwich.jpg,1074,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,Meat,dinner,,meats,meat,beef,garlic,grande,parmesan,meatball,sauce,red,ground,,,,,,,,,,,,,,,,,,,,,,
1075,Meatball_Pizza,Meatball_Pizza.jpg,Artego_Pizza/Meatball_Pizza.jpg,1075,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,italian,sandwich,sandwich,grinder,meat,beef,garlic,parmesan,meatball,sauce,red,ground,,,,,,,,,,,,,,,,,,,,,
1076,Meatball_Pizza,Meatball_Pizza1.jpg,Artego_Pizza/Meatball_Pizza1.jpg,1076,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,italian,pizza,cheese,fries,romano,waffle,marinara,bun,peppers,meatball,sauce,mozzarella,red,pizza,,,,,,,,,,,,,,,,,,,
1077,Meatball_Plate,Meatball_Plate.jpg,Artego_Pizza/Meatball_Plate.jpg,1077,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,italian,pizza,cheese,marinara,meatball,sauce,mozzarella,pizza,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Meatball_Sandwich,Meatball_Sandwich.jpg,Which_Wich/Meatball_Sandwich.jpg,1078,"554 Westport Rd #100, Kansas City, MO 64111",64111,Which_Wich,1,8165695965,,,meat,lunch,italian,appetizer,plate,cheese,marinara,meatball,sauce,mozzarella,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Meatloaf,Meatloaf.jpg,The_Sundry/Meatloaf.jpg,1079,"300 E. 39th st. kansas city, mo 64111",64111,The_Sundry,0,8168447878,,,Meat,dinner,,sandwich,cheese,sandwich,marinara,parmesan,meatball,sauce,pesto,,,,,,,,,,,,,,,,,,,,,,,,
1080,Meatloaf_Melt,Meatloaf_Melt.jpg,Red_Door_Woodfired_Grill,1080,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,12,,meat,Dinner,,meats,onions,mushrooms,marinara,meatball,meatloaf,sauce,mozzarella,caramelized,italian,,,,,,,,,,,,,,,,,,,,,,
1081,Meatloaf_Melt,Meatloaf_Melt1.jpg,Red_Door_Woodfired_Grill,1081,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,12,,meat,lunch,american,sandwich,vegtables,gravy,full,meat,potatoes,peas,melt,course,homecooked,tasty,meatloaf,,,,,,,,,,,,,,,,,,,,
1082,Meatloaf_Sandwich,Meatloaf_Sandwich.jpg,The_Brick/Meatloaf_Sandwich.jpg,1082,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$9.95,,meat,lunch,american,sandwich,cheese,bacon,ranch,cheddar,cumin,melt,brioche,dressing,grilled,white,meatloaf,ketchup,bread,,,,,,,,,,,,,,,,,,
1083,Meatloaf_Sandwich,Meatloaf_Sandwich1.jpg,The_Brick/Meatloaf_Sandwich1.jpg,1083,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$9.95,,meat,lunch,american,sandwich,cheese,sandwich,bacon,ranch,cheddar,cumin,brioche,dressing,grilled,white,meatloaf,ketchup,bread,,,,,,,,,,,,,,,,,,
1084,Meatloaf_Sandwich,Meatloaf_Sandwich2.jpg,The_Brick/Meatloaf_Sandwich2.jpg,1084,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$9.95,,meat,lunch,american,sandwich,pepper,spicy,wheat,beef,sandwich,tots,tater,jack,chipotle,meatloaf,ketchup,bread,,,,,,,,,,,,,,,,,,,
1085,Mediterranean_Baked_Lamb,Mediterranean_Baked_Lamb.jpg,Zoes_Kitchen/Mediterranean_Baked_Lamb.jpg,1085,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,meat,lunch,american,sandwich,pepper,spicy,wheat,beef,sandwich,jack,chipotle,meatloaf,ketchup,bread,,,,,,,,,,,,,,,,,,,,,
1086,Mediterranean_Chicken,Mediterranean_Chicken.jpg,Zoes_Kitchen/Mediterranean_Chicken.jpg,1086,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,meat,dinner,,meats,lamb,pepper,spicy,wheat,beef,mediterranean,jack,chipotle,meatloaf,baked,ketchup,bread,,,,,,,,,,,,,,,,,,,
1087,Mediterranean_Lamb_Kafta,Mediterranean_Lamb_Kafta.jpg,Zoes_Kitchen/Mediterranean_Lamb_Kafta.jpg,1087,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,meat,Lunch,,meats,olives,oil,tomatos,mediterranean,olive,pita,chicken,baked,bread,,,,,,,,,,,,,,,,,,,,,,
1088,Mediterranean_Lentil_Soup,Mediterranean_Lentil_Soup.jpg,Zoes_Kitchen/Mediterranean_Lentil_Soup.jpg,1088,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,Meat,Other,,meats,tomato,lamb,salad,fish,mediterranean,savory,health,kafta,olive,green,,,,,,,,,,,,,,,,,,,,,
1089,Mediterranean_Platter,Mediterranean_Platter.jpg,Eden_Alley_Vegetaria/Mediterranean_Platter.jpg,1089,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,lunch,,soup,lamb,dill,harissa,beef,mediterranean,cucumbers,soup,tzatziki,meatball,lentil,,,,,,,,,,,,,,,,,,,,,
1090,Mediterranean_Platter,Mediterranean_Platter1.jpg,Eden_Alley_Vegetaria/Mediterranean_Platter1.jpg,1090,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,lunch,,misc,lentils,soup,platter,mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Mediterranean_Salad_Trio_Bowl,Mediterranean_Salad_Trio_Bowl.jpg,Zoes_Kitchen/Mediterranean_Salad_Trio_Bowl.jpg,1091,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,vegetarian,lunch,,misc,tomato,platter,patties,greens,forbidden,mediterranean,mixed,chutney,hummus,fruit,feta,falafel,rice,soft,blackbrown,patty,,,,,,,,,,,,,,,
1092,Mediterranean_Salad_with_Shrimp,Mediterranean_Salad_with_Shrimp.jpg,Cooper_s_Hawk/Mediterranean_Salad_with_Shrimp.jpg,1092,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,vegetarian,breakfast,,salad,tomato,cheese,trio,patties,greens,salad,bowl,forbidden,blue,mediterranean,mixed,chutney,hummus,fruit,feta,falafel,rice,soft,blackbrown,patty,,,,,,,,,,,
1093,Mediterranean_Tuna_Steak_Salad,Mediterranean_Tuna_Steak_Salad.jpg,Ragazza_Food_and_Wine/Mediterranean_Tuna_Steak_Salad.jpg,1093,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Other,lunch,,salad,salad,tabouli,mediterranean,shrimp,quinoa,tzatziki,farro,salsa,pesto,orzo,,,,,,,,,,,,,,,,,,,,,
1094,Melanzane_(Eggplant)_Panini,Melanzane_Eggplant_Panini.jpg,Cupini_s/Melanzane_Eggplant_Panini.jpg,1094,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$5.59,9686683,Meat,dinner,,salad,olives,salad,onion,asparagus,mediterranean,shrimp,giardiniera,cucumber,vinaigrette,tuna,steak,tomatoes,,,,,,,,,,,,,,,,,,,
1095,Melanzane_Parmigiana,Melanzane_Parmigiana.jpg,Cupini_s/Melanzane_Parmigiana.jpg,1095,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$7.99,9686593,Vegetarian,Lunch,italian,sandwich,tomato,cheese,olives,onion,salad,melanzane,(eggplant),panini,cucumber,tuna,greens,,,,,,,,,,,,,,,,,,,,
1096,Mesquite_Pork_Taco,Mesquite_Pork_Taco.jpg,KC_Taco_Company/Mesquite_Pork_Taco.jpg,1096,"520 Walnut St, Kansas City, MO 64106",64106,KC_Taco_Company,0,8162145390,$7.95,,Vegetarian,Lunch,italian,appetizer,eggplants,parmigiana,melanzane,pesto,mozzarella,tomatoes,bread,,,,,,,,,,,,,,,,,,,,,,,,
1097,Mexican_Drunken_Shrimp,Mexican_Drunken_Shrimp.jpg,Cooper_s_Hawk/Mexican_Drunken_Shrimp.jpg,1097,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,Vegetarian,Lunch ,Mexican,Taco,eggplants,cheese,breaded,taco,romano,pork,marinara,mesquite,parmesan,basil,fried,,,,,,,,,,,,,,,,,,,,
1098,Midtown_Pizza,Midtown_Pizza.jpg,KC_Kitchen_and_Pizzeria/Midtown_Pizza.jpg,1098,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,Other,Other,,seafood,drunken,pork,mexican,greens,fresco,shrimp,onions,,,,,,,,,,,,,,,,,,,,,,,,
1099,Midtown_pizza1,Midtown_pizza1.jpg,KC_Kitchen_and_Pizzeria/Midtown_pizza1.jpg,1099,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,,,,pizza,butter,guacamole,tequila,bacon,shrimp,midtown,pizza,sauce,lime,,,,,,,,,,,,,,,,,,,,,,
1100,Midwest_Croque_Madame,Midwest_Croque_Madame.jpg,The_Farmhouse/Midwest_Croque_Madame.jpg,1100,"4686 Broadway St Kansas City, MO 64112",64105,The_Farmhouse,0,8165696032,,,,,,pizza,sausage,beef,canadian,bacon,midtown,pepperoni,pizza1,ground,italian,,,,,,,,,,,,,,,,,,,,,,
1101,Midwest_Croque_Madame,Midwest_Croque_Madame1.jpg,The_Farmhouse/Midwest_Croque_Madame1.jpg,1101,"4686 Broadway St Kansas City, MO 64112",64105,The_Farmhouse,0,8165696032,,,meat,lunch,breakfast,sandwich,sausage,beef,canadian,bacon,madame,pepperoni,croque,ground,midwest,italian,,,,,,,,,,,,,,,,,,,,,
1102,Mile_High_Reuben,Mile_High_Reuben.jpg,KC_Kitchen_and_Pizzeria/Mile_High_Reuben.jpg,1102,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,vegetarian,Breakfast,breakfast,sandwich,cheese,croque,ham,sauce,madame,gooey,midwest,bread,fried,egg,bechamel,,,,,,,,,,,,,,,,,,,,
1103,Milk_Chocolate_Creme_Brulee,Milk_Chocolate_Creme_Brulee.jpg,Beer_Kitchen/Milk_Chocolate_Creme_Brulee.jpg,1103,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,,,,sandwich,gravy,healthy,runny,reuben,not,mile,messy,garnish,bread,,,,,,,,,,,,,,,,,,,,,,
1104,Mini_Chocolate_Souffle_Cake,Mini_Chocolate_Souffle_Cake.jpg,Yard_House/Mini_Chocolate_Souffle_Cake.jpg,1104,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,vegetarian,dessert,dessert,dessert,brulee,organic,sauerkraut,beef,island,21,corned,chocolate,creme,grain,swiss,bread,milk,1000,,,,,,,,,,,,,,,,,
1105,Mini_Greek_Goddess,Mini_Greek_Goddess.jpg,Le_Peep/Mini_Greek_Goddess.jpg,1105,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$7.79,11082130,,dessert,dessert,dessert,mini,brulee,souffle,chocolate,creme,caramel,cake,mint,milk,whipped,cream,,,,,,,,,,,,,,,,,,,,
1106,Mini_Loaf,Mini_Loaf.jpg,Eden_Alley_Vegetaria/Mini_Loaf.jpg,1106,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,Vegetarian,breakfast,breakfast,breakfast,mini,goddess,vanilla,ice,greek,cream,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Mini_Sopapillas,Mini_Sopapillas.jpg,The_Salty_Iguana/Mini_Sopapillas.jpg,1107,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,vegetarian,Other,,,,mini,olives,feta,spinach,whites,eggs,artichokes,omelet,loaf,egg,tomatoes,,,,,,,,,,,,,,,,,,,
1108,Miso_Soup,Miso_Soup.jpg,Friends_Sushi_and_Bento_Place/Miso_Soup.jpg,1108,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,vegetarian,dessert,dessert,dessert,sopapillas,mini,greens,onion,parsely,tofu,garlic,mushrooms,black,crumbs,fresh,bread,rice,forbiddenbrown,,,,,,,,,,,,,,,,,
1109,Missouri_Caesar,Missouri_Caesar.jpg,Black_Dirt/Missouri_Caesar.jpg,1109,"5070 Main St, Kansas City, MO 64112",64112,Black_Dirt,0,8162145947,,,vegetarian,Lunch,,soup,miso,sugar,soup,dough,cinnamon,orange,fried,sauce,,,,,,,,,,,,,,,,,,,,,,,
1110,Mixed_Chinese_Vegetables_All_Day_Combo,Mixed_Vegetables.jpg,Jasmine_Garden/Mixed_Vegetables.jpg,1110,"8912 W 95th St, Overland Park, KS 66212",66212,Jasmine_Garden,1,9136426888,$7.95,12019930,Meat,dinner,,salad,watery,miso,healthy,vegetables,celery,caesar,missouri,savory,,,,,,,,,,,,,,,,,,,,,,,
