Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class1,Class2,Class3,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,Item36,Item37,Item38,Item39,Item40
1034,Ma_Lo_Bella_Taco,Ma_Lo_Bello_Taco1.jpg,Unforked/Ma_Lo_Bello_Taco1.jpg,1034,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,,,,,,,cheese,ma,meat,bell,lo,spinach,bella,seasoned,taco,peppers,steak,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Mac_and_Cheese,Mac_and_Cheese.jpg,Yard_House/Mac_and_Cheese.jpg,1035,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,,,,,,,cheese,spicy,chilis,tofu,sichuan,mac,macaroni,sauce,po,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Mac_Daddy,Mac_Daddy.jpg,Cafe_Trio/Mac_Daddy.jpg,1036,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,,,Meat,lunch,,,,,cheese,gourmet,crispy,crunchy,bacon,scallions,creamy,mac,macaroni,peppers,dairy,daddy,pasta,cheesy,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Mac_Daddy,Mac_Daddy1.jpg,Cafe_Trio/Mac_Daddy1.jpg,1037,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,,,Meat,dinner,,,,,cheese,gourmet,bacon,scallions,creamy,mac,macaroni,peppers,daddy,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Mac_Daddy,Mac_Daddy2.jpg,Cafe_Trio/Mac_Daddy2.jpg,1038,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,,,Meat,Other,,,,,cheese,daddy,gourmet,bacon,scallions,creamy,mac,macaroni,peppers,smoked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Macaron,Macaron.jpg,Bloom_Baking_Company/Macaron.jpg,1039,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,,,,,,,,,macaron,cheese,gourmet,bacon,scallions,macaroni,peppers,macaroon,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Macaroni_and_Cheese,Macaroni_and_Cheese.jpg,Michael_Forbes_Bar_and_Grille/Macaroni_and_Cheese.jpg,1040,"128 W 63rd St, Kansas City, MO 64113",66113,Michael_Forbes_Bar_and_Grille,0,8163334355,,,Meat,dessert,,,,,cheese,oreo,lemon,ham,vanilla,bread,bacon,smoked,chocolate,macaroni,crumbs,pasta,macaroon,white,cream,onions,buttercream,custard,,,,,,,,,,,,,,,,,,,,,,
1041,Macaroni_and_Cheese,Macaroni_and_Cheese.jpg,Q39_Midtown/Macaroni_and_Cheese.jpg,1041,"1000 W 39th St, Kansas City, MO 64111",64111,Q39_Midtown,0,8162553753,$7.00,,Vegetarian,Dinner,Italian,Pasta,,,cheese,ham,herb,bacon,baked,macaroni,crumbs,pasta,smoked,onions,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Madrina_Pizza,Madrina_Pizza.jpg,Artego_Pizza/Madrina_Pizza.jpg,1042,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,italian,pizza,,,cheese,cream,madrina,baked,herbs,pizza,macaroni,pepperoni,crumbs,herb,olive,garlic,bread,onions,red,black,,,,,,,,,,,,,,,,,,,,,,,,
1043,Madrina_Pizza,Madrina_Pizza1.jpg,Artego_Pizza/Madrina_Pizza1.jpg,1043,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,italian,pizza,,,cheese,madrina,garlic,pepperoni,olive,black,cream,onions,red,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,Maduros,Maduros.jpg,The_Bite/Maduros.jpg,1044,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$2.00,,vegetarian,lunch,mexican,appetizer,,,cheese,queso,plantains,maduros,garlic,pepperoni,madrina,olive,black,cream,onions,red,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Main_Street_Chop_Chop,Main_Street_Chop_Chop.jpg,The_Mixx/Main_Street_Chop_Chop.jpg,1045,"4855 Main Street, Kansas City, MO 64112",64112,The_Mixx,0,8167562300,,,Other,lunch,,,,,turkey,lentils,spinach,queso,plantains,maduros,chop,street,beans,roasted,chickpeas,main,mozzarella,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Malai_Kofta,Malai_Kofta.jpg,Kulture_Kurry/Malai_Kofta.jpg,1046,"9940 College Blvd Overland Park KS, 66210",66210,Kulture_Kurry,1,9133399511,$16.00,9563760,Vegetarian,Dinner,Indian,misc,soup,,turkey,cheese,spinach,vegetables,malai,chop,cottage,street,kofta,roasted,garbanzo,beans,lentils,sauce,mozzarella,tomatoes,cream,,,,,,,,,,,,,,,,,,,,,,,
1047,Mandarin_Combo,Mandarin_Combo.jpg,China_One_Express/Mandarin_Combo.jpg,1047,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$11.95,6813124,Meat,Dinner,Chinese,meats,,,cheese,beef,potatoes,corn,vegetables,peas,shrimp,mandarin,kofta,combo,cottage,chicken,sauce,malai,broccoli,cream,,,,,,,,,,,,,,,,,,,,,,,,
1048,Mandarin_Shrimp,Mandarin_Shrimp.jpg,Friends_Sushi_and_Bento_Place/Mandarin_Shrimp.jpg,1048,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,,,,,,,beef,potatoes,corn,peas,shrimp,mandarin,chicken,sauce,vegetables,broccoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Maple_Iced_Cake_Donut,Maple_Iced_Cake_Donut.jpg,LaMar_s_Donuts/Maple_Iced_Cake_Donut.jpg,1049,"12520 Quivira Rd, Overland Park, KS 66213",66213,LaMar_s_Donuts,1,9134024426,$1.29,9858701,Vegetarian,Breakfast,Breakfast,breakfast,dessert,bakery,icing,chinese,iced,healthy,sweet,seafood,shrimp,donut,cake,mandarin,onions,broccoli,maple,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Maple_Iced_Cake_Donut,Maple_Iced_Cake_Donut1.jpg,LaMar_s_Donuts/Maple_Iced_Cake_Donut1.jpg,1050,"12520 Quivira Rd, Overland Park, KS 66213",66213,LaMar_s_Donuts,1,9134024426,$1.29,9858701,Vegetarian,Breakfast,Breakfast,breakfast,dessert,bakery,icing,iced,sweet,ice,donut,cake,maple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Maple_Iced_Cake_Donut,Maple_Iced_Cake_Donut2.jpg,LaMar_s_Donuts/Maple_Iced_Cake_Donut2.jpg,1051,"12520 Quivira Rd, Overland Park, KS 66213",66213,LaMar_s_Donuts,1,9134024426,$1.29,9858701,Vegetarian,Breakfast,Breakfast,breakfast,dessert,bakery,sprinkles,icing,iced,sweet,ice,donut,cake,maple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Maple_Mustard_and_Pretzel_Crusted_Boneless_Pork_Chop,Maple_Mustard_and_Pretzel_Crusted_Boneless_Pork_Chop.jpg,Cooper_s_Hawk/Maple_Mustard_and_Pretzel_Crusted_Boneless_Pork_Chop.jpg,1052,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,Meat,lunch,,,,,pork,sprinkles,pretzels,potatoes,vegetables,roasted,pretzel,ice,chop,donut,boneless,sweet,cake,crusted,mustard,maple,icing,,,,,,,,,,,,,,,,,,,,,,,
1053,Margherita_Artistan_Flatbread,Margherita_Artistan_Flatbread.jpg,Schlotzsky_s/Margherita_Artistan_Flatbread.jpg,1053,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$7.50,11100434,vegetarian,Lunch,italian,bread,appetizer,pizza,flatbread,cheese,pork,margherita,mustard,maple,potatoes,balsamic,parmesan,artistan,mozzarella,chop,boneless,roasted,basil,crusted,pesto,vegetables,tomatoes,pretzels,,,,,,,,,,,,,,,,,,,,
1054,Margherita_Pizza,Margherita_Pizza.jpg,Cupini_s/Margherita_Pizza.jpg,1054,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.99,9686698,Vegetarian,Lunch,italian,pizza,,,flatbread,cheese,herb,basil,feta,grilled,margherita,crispy,mozzarella,tomatoes,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Margherita_Flatbread,Margherita_Flatbread.jpg,Brio_Tuscan_Grille/Margherita_Flatbread.jpg,1055,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,,,,,,,flatbread,cheese,balsamic,mozzarella,artistan,parmesan,basil,pesto,margherita,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Margherita_Pizza,Margherita_Pizza.jpg,Artego_Pizza/Margherita_Pizza.jpg,1056,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,vegetarian,lunch,italian,pizza,,,olive,cheese,oil,herb,herbs,garlic,basil,margherita,mozzarella,tomatoes,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Margherita_Pizza,Margherita_Pizza1.jpg,Artego_Pizza/Margherita_Pizza1.jpg,1057,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,vegetarian,lunch,italian,pizza,,,cheese,oil,roma,olive,garlic,roasted,basil,margherita,mozzarella,tomatoes,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Margherita_Pizza,Margherita_Pizza2.jpg,Artego_Pizza/Margherita_Pizza2.jpg,1058,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,vegetarian,lunch,italian,pizza,,,cheese,oil,olive,garlic,basil,margherita,mozzarella,tomatoes,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Margherita_Pizza,Margherita_Pizza.jpg,Yard_House/Margherita_Pizza.jpg,1059,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,vegetarian,lunch,,,,,cheese,oil,roasted,basil,garlic,roma,olive,margherita,mozzarella,tomatoes,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Maryland_Benedict,Maryland_Benedict.jpg,Le_Peep/Maryland_Benedict.jpg,1060,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$11.99,11082094,Meat,breakfast,breakfast,breakfast,,,cheese,cakes,oil,benedict,potatoes,eggs,english,basil,mozzarella,lettuce,garlic,crab,muffin,olive,maryland,hollandaise,margherita,tomatoes,pizza,,,,,,,,,,,,,,,,,,,,,
1061,Maryland_Benedict,Maryland_Benedict1.jpg,Le_Peep/Maryland_Benedict1.jpg,1061,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$11.99,11082094,Meat,breakfast,breakfast,breakfast,,,cakes,lemon,benedict,potatoes,eggs,english,lettuce,apples,crab,muffin,muffins,maryland,hollandaise,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Mawmaw_s_Pan_Fried_Shrimp,Mawmaw_s_Pan_Fried_Shrimp.jpg,The_Brass_Onion/Mawmaw_s_Pan_Fried_Shrimp.jpg,1062,"5501 W 135th St, Overland Park, KS 66224",66224,The_Brass_Onion,0,9138515940,,,vegetarian,,,,,,cakes,fried,mawmaw,lemon,pan,benedict,potatoes,vegetables,english,shrimp,eggs,lettuce,apples,crab,slaw,muffins,hollandaise,dip,muffin,tomatoes,sauce,,,,,,,,,,,,,,,,,,,
1063,Maytag,Maytag.jpg,Beer_Kitchen/Maytag.jpg,1063,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,vegetarian,lunch,american,appetizer,,,blue,cheese,maytag,mawmaw,cholula,slaw,vegetables,fondue,dipping,gorgonzola,shrimp,chips,hot,pan,fried,sauce,tomatoes,,,,,,,,,,,,,,,,,,,,,,,
1064,Maytag_Potato_Chips,Maytag_Potato_Chips.jpg,Nick_and_Jake_s/Maytag_Potato_Chips.jpg,1064,"5031 Main St, Kansas City, MO 64112",64112,Nick_and_Jake_s,0,8164211111,,,Meat,lunch,,appetizer,,,blue,cheese,potato,cholula,onions,fondue,bacon,gorgonzola,chips,hot,green,potatoes,maytag,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,McCormick_s_Seafood_Trio,McCormick_s_Seafood_Trio.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/McCormick_s_Seafood_Trio.jpg,1065,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,Lunch,,,,,trio,mccormick,potatoes,seafood,bacon,chips,green,maytag,onions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Meat_Ravioli,Meat_Ravioli.jpg,Cupini_s/Meat_Ravioli.jpg,1066,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686636,Meat,Dinner,italian,pasta,,,cheese,pork,meat,beef,herb,meatballs,sausage,ravioli,marinara,lasagna,pepperoni,parmesan,garlic,sauce,toasted,bread,,,,,,,,,,,,,,,,,,,,,,,,
1067,Meat_the_Day_Pita,MeatTheDayPita.jpg,Pita_Pit/MeatTheDayPita.jpg,1067,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.59,12111040,Meat,breakfast,breakfast,breakfast,wrap,,cheese,pork,bacon,mushrooms,parmesan,onions,sausage,ham,beef,spinach,meatballs,peppers,browns,ravioli,tomatoes,hash,herb,eggs,herbs,day,meat,marinara,pita,tortilla,,,,,,,,,,,,,,,,
1068,Meat_the_Day_Pita,MeatTheDayPita1.jpg,Pita_Pit/MeatTheDayPita1.jpg,1068,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.59,12111040,Meat,Lunch,breakfast,breakfast,wrap,,hash,ham,spinach,eggs,bacon,mushrooms,peppers,pita,browns,tortilla,onions,day,tomatoes,meat,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Meat_Dumplings,Meat_Dumplings.jpg,Bo_Ling_s_Plaza/Meat_Dumplings.jpg,1069,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,,,,,,,,,dumplings,na,seafood,meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Meat_Free_Bento,Meat_Free_Bento.jpg,Friends_Sushi_and_Bento_Place/Meat_Free_Bento.jpg,1070,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,,,,,,,meat,food,bento,pot,free,dumplings,filling,dough,asian,fried,stickers,pan,meaty,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Meat_Lasagna,Meat_Lasagna.jpg,Suteras_Shawnee/Meat_Lasagna.jpg,1071,"22716 Midland Dr Shawnee KS, 66226",66226,Suteras_Shawnee,1,9136673000,$9.45,11984806,meat,lunch,italian,pasta,,,cheese,meat,marinara,bento,vegetables,toasted,eggs,lettuce,lasagna,pepperoni,crab,garlic,bread,fried,teriyaki,roll,sauce,,,,,,,,,,,,,,,,,,,,,,,
1072,Meatball_Grande,Meatball_Grande.jpg,Ragazza_Food_and_Wine/Meatball_Grande.jpg,1072,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Meat,lunch,,,,,bacon,mushrooms,parmesan,onions,red,ham,beef,spinach,meatballs,peppers,browns,ground,sauce,tomatoes,hash,eggs,garlic,meat,grande,pita,meatball,tortilla,,,,,,,,,,,,,,,,,,
1073,Meatball_Grande,Meatball_Grande1.jpg,Ragazza_Food_and_Wine/Meatball_Grande1.jpg,1073,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Meat,dinner,,,,,meat,beef,meatballs,garlic,grande,parmesan,meatball,sauce,red,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Meatball_Grinder_Sandwich,Meatball_Grinder_Sandwich.jpg,Artego_Pizza/Meatball_Grinder_Sandwich.jpg,1074,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,italian,sandwich,,,cheese,sandwich,grinder,meat,beef,romano,fries,waffle,marinara,meatballs,bun,parmesan,peppers,garlic,meatball,sauce,mozzarella,red,ground,,,,,,,,,,,,,,,,,,,,,
1075,Meatball_Pizza,Meatball_Pizza.jpg,Artego_Pizza/Meatball_Pizza.jpg,1075,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,italian,pizza,,,cheese,sandwich,fries,romano,waffle,marinara,meatballs,bun,peppers,meatball,sauce,mozzarella,red,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Meatball_Pizza,Meatball_Pizza1.jpg,Artego_Pizza/Meatball_Pizza1.jpg,1076,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,italian,pizza,,,cheese,meatballs,marinara,meatball,sauce,mozzarella,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Meatball_Plate,Meatball_Plate.jpg,Artego_Pizza/Meatball_Plate.jpg,1077,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,italian,appetizer,,,cheese,plate,meatballs,mozzarella,marinara,parmesan,meatball,sauce,pesto,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Meatball_Sandwich,Meatball_Sandwich.jpg,Which_Wich/Meatball_Sandwich.jpg,1078,"554 Westport Rd #100, Kansas City, MO 64111",64111,Which_Wich,1,8165695965,,,Meat,lunch,,,,,cheese,sandwich,onions,meatballs,mozzarella,mushrooms,marinara,parmesan,meatball,sauce,pesto,caramelized,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Meatloaf,Meatloaf.jpg,The_Sundry/Meatloaf.jpg,1079,"300 E. 39th st. kansas city, mo 64111",64111,The_Sundry,0,8168447878,,,,,,,,,sandwich,sauce,meatballs,mushrooms,marinara,meatloaf,onions,mozzarella,caramelized,italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Meatloaf_Melt,Meatloaf_Melt.jpg,Red_Door_Woodfired_Grill,1080,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,$12.00,,meat,lunch,american,sandwich,,,vegtables,cheese,bacon,course,homecooked,meatloaf,melt,dressing,white,gravy,full,cheddar,peas,brioche,ketchup,bread,meat,potatoes,ranch,cumin,melted,grilled,,,,,,,,,,,,,,,,,,
1081,Meatloaf_Melt,Meatloaf_Melt1.jpg,Red_Door_Woodfired_Grill,1081,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,$12.00,,meat,lunch,american,sandwich,,,cheese,cheddar,ranch,bacon,cumin,melt,brioche,melted,dressing,grilled,white,meatloaf,ketchup,bread,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,Meatloaf_Sandwich,Meatloaf_Sandwich.jpg,The_Brick/Meatloaf_Sandwich.jpg,1082,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$9.95,,meat,lunch,american,sandwich,,,cheese,cheddar,spicy,meatloaf,beef,ketchup,tots,melted,dressing,peppers,chipotle,sandwich,wheat,bacon,brioche,jack,white,bread,ranch,cumin,tater,grilled,,,,,,,,,,,,,,,,,,
1083,Meatloaf_Sandwich,Meatloaf_Sandwich1.jpg,The_Brick/Meatloaf_Sandwich1.jpg,1083,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$9.95,,meat,lunch,american,sandwich,,,spicy,wheat,beef,sandwich,tots,tater,jack,peppers,chipotle,meatloaf,ketchup,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Meatloaf_Sandwich,Meatloaf_Sandwich2.jpg,The_Brick/Meatloaf_Sandwich2.jpg,1084,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$9.95,,meat,Dinner,american,sandwich,,,spicy,wheat,beef,sandwich,jack,peppers,chipotle,meatloaf,ketchup,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Mediterranean_Baked_Lamb,Mediterranean_Baked_Lamb.jpg,Zoes_Kitchen/Mediterranean_Baked_Lamb.jpg,1085,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,lamb,spicy,wheat,beef,mediterranean,sandwich,jack,peppers,chipotle,meatloaf,baked,ketchup,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Mediterranean_Chicken,Mediterranean_Chicken.jpg,Zoes_Kitchen/Mediterranean_Chicken.jpg,1086,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,lamb,olives,oil,mediterranean,pita,olive,chicken,baked,tomatoes,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Mediterranean_Lamb_Kafta,Mediterranean_Lamb_Kafta.jpg,Zoes_Kitchen/Mediterranean_Lamb_Kafta.jpg,1087,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,Meat,lunch,,,,,lamb,dill,harissa,salad,beef,mediterranean,fish,meatballs,cucumbers,olive,tzatziki,health,kafta,savory,green,chicken,tomatoes,,,,,,,,,,,,,,,,,,,,,,,
1088,Mediterranean_Lentil_Soup,Mediterranean_Lentil_Soup.jpg,Zoes_Kitchen/Mediterranean_Lentil_Soup.jpg,1088,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,vegetarian,lunch,,,,,lentils,lamb,harissa,beef,dill,mediterranean,meatballs,cucumbers,soup,tzatziki,kafta,lentil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Mediterranean_Platter,Mediterranean_Platter.jpg,Eden_Alley_Vegetaria/Mediterranean_Platter.jpg,1089,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,lunch,,,,,lentils,rice,greens,hummus,mediterranean,soup,fruit,feta,falafel,platter,soft,chutney,tomatoes,patty,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Mediterranean_Platter,Mediterranean_Platter1.jpg,Eden_Alley_Vegetaria/Mediterranean_Platter1.jpg,1090,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,lunch,,,,,blue,cheese,rice,patties,greens,falafel,forbidden,mediterranean,chutney,hummus,fruit,feta,mixed,platter,soft,blackbrown,tomatoes,patty,,,,,,,,,,,,,,,,,,,,,,
1091,Mediterranean_Salad_Trio_Bowl,Mediterranean_Salad_Trio_Bowl.jpg,Zoes_Kitchen/Mediterranean_Salad_Trio_Bowl.jpg,1091,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,vegetarian,lunch,,,,,cheese,trio,tabouli,forbidden,mediterranean,tzatziki,falafel,blackbrown,blue,patties,bowl,feta,pesto,rice,tomatoes,quinoa,farro,salsa,chutney,salad,greens,hummus,fruit,mixed,soft,orzo,patty,,,,,,,,,,,,,
1092,Mediterranean_Salad_with_Shrimp,Mediterranean_Salad_with_Shrimp.jpg,Cooper_s_Hawk/Mediterranean_Salad_with_Shrimp.jpg,1092,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,Other,lunch,,,,,olives,salad,tabouli,asparagus,mediterranean,cucumbers,shrimp,quinoa,tzatziki,farro,orzo,vinaigrette,salsa,pesto,onions,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,
1093,Mediterranean_Tuna_Steak_Salad,Mediterranean_Tuna_Steak_Salad.jpg,Ragazza_Food_and_Wine/Mediterranean_Tuna_Steak_Salad.jpg,1093,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Meat,dinner,,,,,cheese,olives,greens,salad,asparagus,mediterranean,cucumbers,shrimp,cucumber,vinaigrette,tuna,steak,onions,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Melanzane_(Eggplant)_Panini,Melanzane_Eggplant_Panini.jpg,Cupini_s/Melanzane_Eggplant_Panini.jpg,1094,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$5.59,9686683,Vegetarian,Lunch,italian,sandwich,,,cheese,olives,greens,salad,mediterranean,melanzane,mozzarella,(eggplant),panini,cucumber,eggplant,tuna,steak,onions,pesto,tomatoes,bread,,,,,,,,,,,,,,,,,,,,,,,
1095,Melanzane_Parmigiana,Melanzane_Parmigiana.jpg,Cupini_s/Melanzane_Parmigiana.jpg,1095,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$7.99,9686593,Vegetarian,Lunch,italian,appetizer,,,eggplants,cheese,breaded,parmigiana,romano,melanzane,marinara,panini,eggplant,parmesan,basil,pesto,fried,mozzarella,tomatoes,bread,,,,,,,,,,,,,,,,,,,,,,,,
1096,Mesquite_Pork_Taco,Mesquite_Pork_Taco.jpg,KC_Taco_Company/Mesquite_Pork_Taco.jpg,1096,"520 Walnut St, Kansas City, MO 64106",64106,KC_Taco_Company,0,8162145390,$7.95,,Vegetarian,Lunch,Mexican,Taco,,,eggplants,cheese,pork,greens,fresco,taco,romano,breaded,melanzane,marinara,parmigiana,mesquite,parmesan,basil,fried,onions,,,,,,,,,,,,,,,,,,,,,,,,
1097,Mexican_Drunken_Shrimp,Mexican_Drunken_Shrimp.jpg,Cooper_s_Hawk/Mexican_Drunken_Shrimp.jpg,1097,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,Other,Other,,,,,drunken,pork,mexican,guacamole,greens,buttered,tequila,bacon,shrimp,mesquite,taco,fresco,lime,onions,sauce,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Midtown_Pizza,Midtown_Pizza.jpg,KC_Kitchen_and_Pizzeria/Midtown_Pizza.jpg,1098,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,,,,,,,butter,drunken,sausage,mexican,guacamole,beef,canadian,ground,tequila,bacon,shrimp,midtown,pepperoni,italian,pizza,sauce,lime,,,,,,,,,,,,,,,,,,,,,,,
1099,Midtown_pizza1,Midtown_pizza1.jpg,KC_Kitchen_and_Pizzeria/Midtown_pizza1.jpg,1099,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,,,,,,,sausage,beef,canadian,bacon,midtown,pepperoni,pizza1,italian,pizza,ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
