Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class1,Class2,Class3,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,,,,,,,,
919,Italian_Sausage_and_Whipped_Ricotta_Flatbread,Italian_Sausage_and_Whipped_Ricotta_Flatbread.jpg,Cooper_s_Hawk/Italian_Sausage_and_Whipped_Ricotta_Flatbread.jpg,919,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,Meat,Other,,,,,flatbread,sausage,giardiniera,grated,parmesan,ricotta,pesto,mozzarella,whipped,italian,,,,,,,,,,,,,,,,,,,,,
920,Izabella_Sandwich,Izabella_Sandwich.jpg,Brookside_Poultry_Company/Izabella_Sandwich.jpg,920,"408 E 63rd St, Kansas City, MO 64110",64110,Brookside_Poultry_Company,0,8165992285,,,Meat,lunch,,,,,tomato,sandwich,thigh,aioli,flour,brioche,izabella,chicken,lettuce,,,,,,,,,,,,,,,,,,,,,,
921,Jager_Schnitzel_Vom_Schwein,Jager_Schnitzel_Vom_Schwein.jpg,Grunauer/Jager_Schnitzel_Vom_Schwein.jpg,921,"101 W 22nd St, Kansas City, MO 64108",64108,Grunauer,0,8162833234,,,Meat,dinner,,,,,pork,vom,spitzle,schwein,scallopini,mushrooms,schnitzel,sautieed,jager,noodles,sauce,cream,,,,,,,,,,,,,,,,,,,
922,Jalapeno_Cheddar_Kielbasa,Jalapeno_Cheddar_Kielbasa.jpg,Wiener_Kitchen/Jalapeno_Cheddar_Kielbasa.jpg,922,"9645 W 87th St Overland Park, KS 66212",66212,Wiener_Kitchen,0,9132968023,8,,meat,lunch,German,hot dog,,,spicy,jalapeno,coleslaw,cheddar,honey,bun,kielbasa,sauce,bbq,mustard,,,,,,,,,,,,,,,,,,,,,
923,Jalapeno_Cheese_Grits,Jalapeno_Cheese_Grits.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Jalapeno_Cheese_Grits.jpg,923,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,vegetarian,dessert,,appetizer,,,andouille,cheese,jalapeno,jack,grits,roasted,,,,,,,,,,,,,,,,,,,,,,,,,
924,Jalapeno_Cheesy_Corn_Bake,Jalapeno_Cheesy_Corn_Bake.jpg,Char_Bar/Jalapeno_Cheesy_Corn_Bake.jpg,924,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,vegetarian,Other,,,,,cheese,spicy,jalapeno,corn,melted,bake,baked,cheesy,bbq,,,,,,,,,,,,,,,,,,,,,,
925,Jalapeno_Popper_Burger,Jalapeno_Popper_Burger.jpg,The_Sundry/Jalapeno_Popper_Burger.jpg,925,"300 E. 39th st. kansas city, mo 64111",64111,The_Sundry,0,8168447878,,,,,,,,,burger,popper,jalapeno,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Jalapeno_Rubbed_KC_Strip,Jalapeno_Rubbed_KC_Strip.jpg,Hogshead/Jalapeno_Rubbed_KC_Strip.jpg,926,"4743 Pennsylvania Ave, Kansas City, MO 64112",64112,Hogshead,0,8163212929,,,Meat,lunch,,,,,kc,brussels,jalapeno,rubbed,potato,strip,steak,,,,,,,,,,,,,,,,,,,,,,,,
927,Jambalaya,Jambalaya.jpg,Beignet/Jambalaya.jpg,927,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$9.94,,Meat,Lunch,Cajun,Dessert,,,sausage,jambalaya,shrimp,celery,chicken,rice,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,
928,Jambalaya,Jambalaya.jpg,Cooper_s_Hawk/Jambalaya.jpg,928,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,Meat,dinner,,,,,andouille,tomato,onion,jasmine,jambalaya,shrimp,peppers,chicken,rice,,,,,,,,,,,,,,,,,,,,,,
929,Jausenbrettl,Jausenbrettl.jpg,Grunauer/Jausenbrettl.jpg,929,"101 W 22nd St, Kansas City, MO 64108",64108,Grunauer,0,8162833234,,,Meat,,,,,,liverwurst,vegetables,bierwurst,pickled,jausenbrettl,mortadella,pate,salami,,,,,,,,,,,,,,,,,,,,,,,
930,Jausenbrettl,Jausenbrettl1.jpg,Grunauer/Jausenbrettl1.jpg,930,"101 W 22nd St, Kansas City, MO 64108",64108,Grunauer,0,8162833234,,,Meat,dinner,,,,,liverwurst,vegetables,bierwurst,pickled,jausenbrettl,mortadella,pate,salami,,,,,,,,,,,,,,,,,,,,,,,
931,Jayhawk_Pizza,Jayhawk_Pizza.jpg,KC_Kitchen_and_Pizzeria/Jayhawk_Pizza.jpg,931,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,,,,,,,bananas,beef,salami,pepperoni,feta,peppers,jayhawk,pizza,,,,,,,,,,,,,,,,,,,,,,,
932,Jayhawk_Pizza1,Jayhawk_Pizza1.jpg,KC_Kitchen_and_Pizzeria/Jayhawk_Pizza1.jpg,932,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,,,,,,,cheese,bananas,beef,salami,pepperoni,peppers,pizza1,jayhawk,cream,,,,,,,,,,,,,,,,,,,,,,
933,Jhinga_LaLa_Chu_Chu,Jhinga_LaLa_Chu_Chu.jpg,Kulture_Kurry/Jhinga_LaLa_Chu_Chu.jpg,933,"9940 College Blvd Overland Park KS, 66210",66210,Kulture_Kurry,1,9133399511,$18.00,9563734,Meat,Dinner,Indian,Meats,,,tikka,spicy,onions,lala,shrimp,chu,peppers,jhinga,chicken,sauce,,,,,,,,,,,,,,,,,,,,,
934,"Judges_Plate_Q_Spare_RIbs,_Sliced_Brisket,_Smoked_Chicken",Judges_Plate_Q_Spare_RIbs_Sliced_Brisket_Smoked_Chicken.jpg,Q39_Midtown/Judges_Plate_Q_Spare_RIbs_Sliced_Brisket_Smoked_Chicken.jpg,934,"1000 W 39th St, Kansas City, MO 64111",64111,Q39_Midtown,0,8162553753,$20.50,,Meat,Dinner,American,meats,,,,pork,beef,ribs,brisket,chicken,smoked,bbq,,,,,,,,,,,,,,,,,,,,,,,
935,Julie_s_Light_and_Fit_Chicken,Julie_s_Light_and_Fit_Chicken.jpg,Red_Door_Woodfired_Grill,935,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,16,,meat,lunch,american,meats,,,marinated,tomato,olives,fit,cheese,herb,julie,artichokes,mushrooms,cherries,green,light,beans,chicken,asiago,,,,,,,,,,,,,,,,
936,Jumbo_Lump_Crab_Hushpuppies,Jumbo_Lump_Crab_Hushpuppies.jpg,The_Brass_Onion/Jumbo_Lump_Crab_Hushpuppies.jpg,936,"5501 W 135th St, Overland Park, KS 66224",66224,The_Brass_Onion,0,9138515940,,,Other,Other,,,,,remoulade,cajun,slaw,lump,hushpuppies,apples,crab,jumbo,cabbage,red,,,,,,,,,,,,,,,,,,,,,
937,Jumbo_Lump_Crab_Hushpuppies1,Jumbo_Lump_Crab_Hushpuppies1.jpg,The_Brass_Onion/Jumbo_Lump_Crab_Hushpuppies1.jpg,937,"5501 W 135th St, Overland Park, KS 66224",66224,The_Brass_Onion,0,9138515940,,,Other,Other,,,,,remoulade,cajun,slaw,lump,hushpuppies1,apples,crab,jumbo,cabbage,red,,,,,,,,,,,,,,,,,,,,,
938,Jumbo_Smoked_Chicken_Wings,Jumbo_Smoked_Chicken_Wings.jpg,Char_Bar/Jumbo_Smoked_Chicken_Wings.jpg,938,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,Other,Other,,,,,chives,spicy,buttermilk,jumbo,chicken,smoked,wings,bbq,,,,,,,,,,,,,,,,,,,,,,,
939,Jumbo_Smoked_Chicken_Wings,Jumbo_Smoked_Chicken_Wings1.jpg,Char_Bar/Jumbo_Smoked_Chicken_Wings1.jpg,939,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,Other,Other,,,,,coffee,spicy,wings,jumbo,chicken,smoked,drizzle,bbq,,,,,,,,,,,,,,,,,,,,,,,
940,Jumbo_Wings,Jumbo_Wings.jpg,Artego_Pizza/Jumbo_Wings.jpg,940,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,american,appetizer,,,ranch,hot,garlic,jumbo,chicken,sauce,wings,,,,,,,,,,,,,,,,,,,,,,,,
941,Jumbo_Wings,Jumbo_Wings1.jpg,Artego_Pizza/Jumbo_Wings1.jpg,941,"900 W 39th St, Kansas City, MO 64111",64111,Artego_Pizza,0,8169604787,,,meat,lunch,american,appetizer,,,ranch,hot,garlic,jumbo,chicken,sauce,wings,,,,,,,,,,,,,,,,,,,,,,,,
942,Kaeng_Khio_Wan_Kai,Kaeng_Khio_Wan_Kai.jpg,Lulu_s_Thai_Noodle_Shop/Kaeng_Khio_Wan_Kai.jpg,942,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,,dessert,,,,,shoots,kaeng,bamboo,bell,kai,peas,basil,mild,green,peppers,thai,wan,curry,khio,red,,,,,,,,,,,,,,,,
943,Kaizoku_Nabe,Kaizoku_Nabe.jpg,Domo/Kaizoku_Nabe.jpg,943,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,,,,,,nabe,kaizoku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Kale_and_Butternut_Salad,Kale_and_Butternut_Salad.jpg,KC_Taco_Company/Kale_and_Butternut_Salad.jpg,944,"520 Walnut St, Kansas City, MO 64106",64106,KC_Taco_Company,0,8162145390,$9.95,,Vegan,Lunch,American,Salad,,,kale,salad,vegetables,squash,quinoa,seeds,green,cranberries,dressing,pumpkin,onions,greens,butternut,apples,,,,,,,,,,,,,,,,,
945,Kale_and_Quinoa_Salad,Kale_and_Quinoa_Salad.jpg,Muscle_Maker_Grill/Kale_and_Quinoa_Salad.jpg,945,"14967 W 119th St Olathe KS, 66062",66062,Muscle_Maker_Grill,1,9135385253,$10.00,11997927,Meat,Lunch,American,Salad,,,kale,salad,quinoa,spinach,avocado,ginger,lettuce,dressing,peppers,chicken,,,,,,,,,,,,,,,,,,,,,
946,Kale_and_Quinoa_Wrap,Kale_and_Quinoa_Wrap.jpg,Muscle_Maker_Grill/Kale_and_Quinoa_Wrap.jpg,946,"14967 W 119th St Olathe KS, 66062",66062,Muscle_Maker_Grill,1,9135385253,$8.50,11997909,Meat,Lunch,American,wrap,,,kale,quinoa,spinach,avocado,ginger,lettuce,dressing,wrap,chicken,tortilla,peppers,,,,,,,,,,,,,,,,,,,,
947,Kale_Salad,Kale_Salad.jpg,Black_Dirt/Kale_Salad.jpg,947,"5070 Main St, Kansas City, MO 64112",64112,Black_Dirt,0,8162145947,,,vegetarian,,,,,,kale,sunflower,salad,cherries,seeds,sprouts,cold,brussels,broccoli,,,,,,,,,,,,,,,,,,,,,,
948,Kansas_Krackle,Kansas_Krackle.jpg,Kulture_Kurry/Kansas_Krackle.jpg,948,"9940 College Blvd Overland Park KS, 66210",66210,Kulture_Kurry,1,9133399511,$16.00,9563720,Meat,Dinner,Indian,Meats,,,coriander,spicy,kansas,krackle,chicken,mint,,,,,,,,,,,,,,,,,,,,,,,,,
949,Kansas_City_Reuben_Dog,Kansas_City_Reuben_Dog.jpg,The_Brick/Kansas_City_Reuben_Dog.jpg,949,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$7.45,,meat,lunch,american,sandwich,,,cheese,sauerkraut,city,sweet,kansas,fries,reuben,dog,potatoes,swiss,dressing,pickles,,,,,,,,,,,,,,,,,,,
950,KC_Burger,KC_Burger.jpg,Brick_House/KC_Burger.jpg,950,"400 E 31st St, Kansas City, MO 64108",64108,Brick_House,0,8162553912,,,Meat,dinner,american,burger,,,kc,pepper,brioche,sauce,pork,burger,jack,onions,toasted,bbq,,,,,,,,,,,,,,,,,,,,,
951,KC_Smokehouse_Reuben,KC_Smokehouse_Reuben.jpg,Hogshead/KC_Smokehouse_Reuben.jpg,951,"4743 Pennsylvania Ave, Kansas City, MO 64112",64112,Hogshead,0,8163212929,,,,Lunch,,,,,kc,reuben,smokehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Keto_Buns,Keto_Buns.jpg,Fric_and_Frac/Keto_Buns.jpg,952,"1700 W 39th St, Kansas City, MO 64111",64111,Fric_and_Frac,0,8167536102,,,Other,breakfast,,,,,safe,gluten,glycemic,buns,keto,bun,bread,,,,,,,,,,,,,,,,,,,,,,,,
953,Kickin_Chicken_Sandwich,Kickin_Chicken_Sandwich.jpg,The_Bite/Kickin_Chicken_Sandwich.jpg,953,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$7.50,,meat,lunch,american,sandwich,,,sandwich,queso,sauce,cucumbers,korean,radishes,chicken,sriracha,onions,kickin,bbq,bread,,,,,,,,,,,,,,,,,,,
954,Kickin'_Chicken_Sandwich,Kickin_Chicken_Sandwich.jpg,Q39_Midtown/Kickin_Chicken_Sandwich.jpg,954,"1000 W 39th St, Kansas City, MO 64111",64111,Q39_Midtown,0,8162553753,$8.00,,Meat,Dinner,American,Sandwich,,,spicy,slaw,mayo,kickin',sandwich,bun,chicken,fried,chipotle,smoked,,,,,,,,,,,,,,,,,,,,,
955,Kids_Chicken_Fried_Rice,Kids_Chicken_Fried_Rice.jpg,PF_Chang_s/Kids_Chicken_Fried_Rice.jpg,955,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,,dinner,,,,,brown,kids,sauce,savory,rice,soy,chicken,fried,egg,white,,,,,,,,,,,,,,,,,,,,,
956,Killer_Calamari,Killer_Calamari.jpg,Red_Door_Woodfired_Grill,956,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,,,meat,lunch,japanese,appetizer,,,calamari,killer,sauce,fried,cocktail,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Killer_Calamari,Killer_Calamari1.jpg,Red_Door_Woodfired_Grill,957,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,,,meat,lunch,japanese,appetizer,,,calamari,killer,sauce,fried,cocktail,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Kimchi_Grilled_Cheese_Sandwich,Kimchi_Grilled_Cheese_Sandwich.jpg,Bay_Boy_Specialty_Sandwiches/Kimchi_Grilled_Cheese_Sandwich.jpg,958,"1209 W 47th St, Kansas City, MO 64112",64112,Bay_Boy_Specialty_Sandwiches,0,9137258958,,,meat,lunch,american,sandwich,,,cheese,pepper,sandwich,bun,grilled,kimchi,pickle,,,,,,,,,,,,,,,,,,,,,,,,
959,King_Kong,King_Kong.jpg,Domo/King_Kong.jpg,959,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,,,,,,king,kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Kitchen_Greens_Salad_add_chicken,Kitchen_Greens_Salad_add_chicken.jpg,West_Bottoms_Kitchen_KC/Kitchen_Greens_Salad_add_chicken.jpg,960,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,vegetarian,lunch,,,,,cheese,greens,salad,onion,pickled,add,pecan,cranberries,chicken,kitchen,,,,,,,,,,,,,,,,,,,,,
961,Kitchen_Greens_Salad_add_shrimp,Kitchen_Greens_Salad_add_shrimp.jpg,West_Bottoms_Kitchen_KC/Kitchen_Greens_Salad_add_shrimp.jpg,961,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,Meat,lunch,,,,,cheese,spicy,pecans,salad,shrimp,add,vinaigrette,creole,greens,kitchen,,,,,,,,,,,,,,,,,,,,,
962,Kitchen_Greens_Salad_add_shrimp,Kitchen_Greens_Salad_add_shrimp1.jpg,West_Bottoms_Kitchen_KC/Kitchen_Greens_Salad_add_shrimp1.jpg,962,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,Meat,dinner,,,,,cheese,spicy,pecans,salad,shrimp,add,vinaigrette,creole,greens,kitchen,,,,,,,,,,,,,,,,,,,,,
963,Kitchen_Sink_Po_Boy_Sandwich,Kitchen_Sink_Po_Boy_Sandwich.jpg,Beignet/Kitchen_Sink_Po_Boy_Sandwich.jpg,963,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$15.95,,Meat,Lunch,Cajun,Sandwich,,,remoulade,sausage,sandwich,boy,provolone,shrimp,lettuce,sink,crawfish,bread,kitchen,po,tomatoes,catfish,,,,,,,,,,,,,,,,,
964,Knife_and_Fork_Salad,Knife_and_Fork_Salad.jpg,The_Mixx/Knife_and_Fork_Salad.jpg,964,"4855 Main Street, Kansas City, MO 64112",64112,The_Mixx,0,8167562300,,,Other,lunch,,salad,,,fork,garden,greens,salad,herb,roasted,potatoes,grilled,steak,onions,knife,,,,,,,,,,,,,,,,,,,,
965,Knife_and_Fork_Salad,Knife_and_Fork_Salad1.jpg,The_Mixx/Knife_and_Fork_Salad1.jpg,965,"4855 Main Street, Kansas City, MO 64112",64112,The_Mixx,0,8167562300,,,Other,lunch,,salad,,,fork,tossed,gluten,salad,balsamic,vinaigrette,caramelized,roma,wild,knife,,,,,,,,,,,,,,,,,,,,,
966,Knock_Knock,Knock_Knock.jpg,Wiener_Kitchen/Knock_Knock.jpg,966,"9645 W 87th St Overland Park, KS 66212",66212,Wiener_Kitchen,0,9132968023,9,,meat,lunch,German,hot dog,,,knock,knackwurst,mustard,buttered,veal,bun,fried,onions,smoked,,,,,,,,,,,,,,,,,,,,,,
967,Ko-Fu_Sandwich,Ko_Fu_Sandwich.jpg,The_Bite/Ko_Fu_Sandwich.jpg,967,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$7.50,,vegan,lunch,american,substitute,,,cilantro,sandwich,ko-fu,carrots,tofu,cucumbers,korean,bread,onions,bbq,sauce,,,,,,,,,,,,,,,,,,,,
968,Ko-Fu_Sandwich,Ko_Fu_Sandwich1.jpg,The_Bite/Ko_Fu_Sandwich1.jpg,968,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$7.50,,vegan,lunch,american,substitute,,,cilantro,sandwich,ko-fu,carrots,tofu,cucumbers,korean,bread,onions,bbq,sauce,,,,,,,,,,,,,,,,,,,,
969,Ko-Fu_Sandwich,Ko_Fu_Sandwich2.jpg,The_Bite/Ko_Fu_Sandwich2.jpg,969,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$7.50,,vegan,lunch,american,substitute,,,cilantro,sandwich,ko-fu,carrots,tofu,cucumbers,korean,bread,onions,bbq,sauce,,,,,,,,,,,,,,,,,,,,
970,Kofta_Kabab_Combo_Platter,Kofta_Kabab_Combo_Platter.jpg,Sahara_Mediterranean_Food/Kofta_Kabab_Combo_Platter.jpg,970,"332 E 51st St, Kansas City, MO 64112",64112,Sahara_Mediterranean_Food,0,8167565444,$9.95,,Meat,Lunch,Mediterranean,meats,rice dish,,lamb,rice,beef,kabab,kofta,combo,peppers,platter,dip,,,,,,,,,,,,,,,,,,,,,,
971,Kofta_Kabab_Combo_Platter,Kofta_Kabab_Combo_Platter1.jpg,Sahara_Mediterranean_Food/Kofta_Kabab_Combo_Platter1.jpg,971,"333 E 51st St, Kansas City, MO 64112",64112,Sahara_Mediterranean_Food,0,8167565444,$9.95,,Meat,Lunch,Mediterranean,meats,rice dish,,lamb,rice,beef,onions,parsley,hummus,kabab,kofta,combo,pita,platter,dip,tabbouleh,tomatoes,,,,,,,,,,,,,,,,,
972,Korean_BBQ_Chicken_Stir_Fry,Korean_BBQ_Chicken_Stir_Fry.jpg,PF_Chang_s/Korean_BBQ_Chicken_Stir_Fry.jpg,972,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,,,,,,,korean,bbq,stir,fry,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Krab_Salad_Sandwich,Krab_Salad_Sandwich.jpg,Which_Wich/Krab_Salad_Sandwich.jpg,973,"554 Westport Rd #100, Kansas City, MO 64111",64111,Which_Wich,1,8165695965,,,Other,dinner,,,,,tomato,sandwich,salad,mayo,krab,lettuce,pickles,vegetables,bread,,,,,,,,,,,,,,,,,,,,,,
974,Kulfi,Kulfi.jpg,Kulture_Kurry/Kulfi.jpg,974,"9940 College Blvd Overland Park KS, 66210",66210,Kulture_Kurry,1,9133399511,$3.50,9563820,Vegetarian,Dinner,Dessert,Dessert,,,frozen,kulfi,ice,dairy,oranges,cream,,,,,,,,,,,,,,,,,,,,,,,,,
$975.00,Kung_Pao_Chicken,Kung_Pao_Chicken.jpg,China_One_Express/Kung_Pao_Chicken.jpg,$975.00,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$9.60,6812673,Meat,Dinner,Chinese,meats,,,spicy,kung,chicken,rice,sauce,pao,,,,,,,,,,,,,,,,,,,,,,,,,
$976.00,Kung_Pao_Chicken_Lunch_Special,Kung_Pao_Chicken.jpg,China_One_Express/Kung_Pao_Chicken.jpg,$976.00,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.45,9196151,Meat,Lunch,Chinese,meats,,,spicy,lunch,kung,chicken,rice,sauce,pao,,,,,,,,,,,,,,,,,,,,,,,,
977,Kung_Pao_Calamari,Kung_Pao_Calamari.jpg,Yard_House/Kung_Pao_Calamari.jpg,977,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,,,,,,,calamari,kung,pao,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Kung_Pao_Dragon_Rolls,Kung_Pao_Dragon_Rolls.jpg,PF_Chang_s/Kung_Pao_Dragon_Rolls.jpg,978,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,,,,,,,dragon,pao,rolls,kung,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Lamb_Chops,Lamb_Chops.jpg,Osteria_Il_Centro/Lamb_Chops.jpg,979,"5101 Main St Kansas City, MO 64112",64112,Osteria_Il_Centro,0,8165612369,,,Meat,dinner,,,,,lamb,potatoes,vegetables,mashed,chop,brandy,rosemary,chops,sauce,,,,,,,,,,,,,,,,,,,,,,
980,Lasagna,Lasagna.jpg,Buca_di_Beppo/Lasagna.jpg,980,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,,,Meat,dinner,,,,,cheese,meat,provolone,lasagna,parmesan,ricotta,sauce,mozzarella,,,,,,,,,,,,,,,,,,,,,,,
981,Lasagna,Lasagna1.jpg,Buca_di_Beppo/Lasagna1.jpg,981,"310 W 47th St, Kansas City, MO 64112",64112,Buca_di_Beppo,0,8169316548,,,Meat,dinner,,,,,cheese,meat,provolone,lasagna,parmesan,ricotta,sauce,mozzarella,,,,,,,,,,,,,,,,,,,,,,,
982,Lasagna,Lasagna1.jpg,Cupini_s/Lasagna1.jpg,982,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686634,Meat,Dinner,italian,pasta,,,cheese,beef,ground,marinara,lasagna,parmesan,noodles,sauce,cream,,,,,,,,,,,,,,,,,,,,,,
983,Lasagna,Lasagna2.jpg,Cupini_s/Lasagna2.jpg,983,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686634,Meat,Dinner,italian,pasta,,,cheese,beef,ground,marinara,lasagna,parmesan,noodles,sauce,cream,,,,,,,,,,,,,,,,,,,,,,
984,Lasagna,Lasagna3.jpg,Cupini_s/Lasagna3.jpg,984,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686634,Meat,Dinner,italian,pasta,,,cheese,beef,ground,marinara,lasagna,parmesan,noodles,sauce,cream,,,,,,,,,,,,,,,,,,,,,,
985,Lasagna,Lasagna.jpg,Ragazza_Food_and_Wine/Lasagna.jpg,985,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Meat,dinner,,,,,cheese,bolognese,lasagna,parmesan,noodles,sauce,red,bechamel,,,,,,,,,,,,,,,,,,,,,,,
986,Lasagna,Lasagna1.jpg,Ragazza_Food_and_Wine/Lasagna1.jpg,986,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Meat,lunch,,,,,cheese,meat,bolognese,lasagna,noodles,sauce,red,bechamel,,,,,,,,,,,,,,,,,,,,,,,
987,Le_Cobb_Salad,Le_Cobb_Salad.jpg,Le_Peep/Le_Cobb_Salad.jpg,987,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$10.49,11082156,Meat,breakfast,american,salad,,,le,feta,salad,bacon,avocado,lettuce,cobb,chicken,egg,tomatoes,croutonss,,,,,,,,,,,,,,,,,,,,
988,Lemon_and_Raspberry_Beignet,Lemon_and_Raspberry_Beignet.jpg,Beignet/Lemon_and_Raspberry_Beignet.jpg,988,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$4.00,,Vegetarian,breakfast,breakfast,breakfast,dessert,bakery,lemon,donut,sweet,beignet,raspberries,lemons,powdered,bread,raspberry,sugar,,,,,,,,,,,,,,,,,,,,,
989,Lemon_Artichoke_Hearts,Lemon_Artichoke_Hearts.jpg,Michael_Forbes_Bar_and_Grille/Lemon_Artichoke_Hearts.jpg,989,"128 W 63rd St, Kansas City, MO 64113",66113,Michael_Forbes_Bar_and_Grille,0,8163334355,,,vegetarian,dinner,,,,,cheese,breaded,lemon,buttered,artichokes,crispyy,garlic,artichoke,parmesan,hearts,,,,,,,,,,,,,,,,,,,,,
990,Lemon_Bar,Lemon_Bar.jpg,Bloom_Baking_Company/Lemon_Bar.jpg,990,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,,,,,,,,,lemon,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Lemon_Poppyseed_Scone,Lemon_Poppyseed_Scone.jpg,Crows_Coffee/Lemon_Poppyseed_Scone.jpg,991,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,Vegetarian,Breakfast,Breakfast,breakfast,bakery,,lemon,scone,sweet,frosted,poppyseed,scones,,,,,,,,,,,,,,,,,,,,,,,,,
992,Lemoncello_Cake,Lemoncello_Cake.jpg,Ragazza_Food_and_Wine/Lemoncello_Cake.jpg,992,"301 Westport Rd, Kansas City, MO 64111",64111,Ragazza_Food_and_Wine,0,8169604744,,,Other,dinner,,,,,lemon,icing,liqueur,glaze,limoncello,curds,cake,mascarpone,lemoncello,,,,,,,,,,,,,,,,,,,,,,
993,Lentil_Soup,Lentil_Soup.jpg,Sahara_Mediterranean_Food/Lentil_Soup.jpg,993,"334 E 51st St, Kansas City, MO 64112",64112,Sahara_Mediterranean_Food,0,8167565444,$2.49,,Vegan,Lunch,Mediterranean,appetizer,soup,,lentils,soup,broth,vegetables,lentil,,,,,,,,,,,,,,,,,,,,,,,,,,
